entry.id,jurisdiction,intervention.category,intervention.type,primary.source.news.release.or.specific.resource,secondary.source,action,level,indigenous.population.group,date.announced,date.implemented,intervention.who,intervention.what,effective.until
PE209,P.E.I.,Distancing,Distancing — gatherings,https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-03,2021-03-04,"Government of Prince Edward Island, Chief Public Health Officer","Province moved back to circuit breaker measures; permitted households to identify up to 6 consistent individuals to gather with; permitted organized gatherings (e.g., concerts, worship services, movie theatres, weddings, funerals, rehearsals, individual or team practices) to 50 people, with no additional cohorts",
PE210,P.E.I.,Openings,Openings — recreation,https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-03,2021-03-04,"Government of Prince Edward Island, Chief Public Health Officer","Province moved back to circuit breaker measures; permitted gyms, fitness facilities, museums, libraries to operate at 50% capacity",
PE211,P.E.I.,Openings,Openings — non-essential services,https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-03,2021-03-04,"Government of Prince Edward Island, Chief Public Health Officer","Province moved back to circuit breaker measures; permitted retail stores, markets and craft fairs to operate at 50% capacity; permitted personal services to operate on an appointment basis; permitted in-room dining with a maximum of 6 people per table and a 10 p.m. closing time",
PE212,P.E.I.,Health services,Health services — visitors,https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-03,2021-03-04,"Government of Prince Edward Island, Chief Public Health Officer",Province moved to circuit breaker measures; permitted long-term care to have up to 6 designated visitors,
PE213,P.E.I.,Openings,Openings — education,https://www.princeedwardisland.ca/en/news/pei-move-out-modified-red-level-phase-midnight-one-new-case-covid-19,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-03,2021-03-04,"Government of Prince Edward Island, Chief Public Health Officer",Resumed full-time classroom learning for K–12 with public health measures in place,
PE214,P.E.I.,Vaccine,Vaccine — population to be vaccinated,https://www.princeedwardisland.ca/en/news/covid-19-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-09,2021-03-09,"Department of Health and Wellness, Chief Public Health Officer",Expanded the eligibility for vaccinations to include adults over 75 and individuals 18 to 29 years of age who work in the food and beverage industry; islanders 18 to 29 years of age who work in the food and beverage industry to receive the AstraZeneca vaccine,
PE215,P.E.I.,Public information,Public information — phase and alert level changes,https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,FALSE,2021-03-12,2021-03-13,"Department of Health and Wellness, Chief Public Health Officer",Lowered all regions to post–circuit breaker caution (yellow) level of the P.E.I. COVID-19 alert level system; public health measures eased,
PE216,P.E.I.,Distancing,Distancing — gatherings,https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,FALSE,2021-03-12,2021-03-13,"Government of Prince Edward Island, Chief Public Health Officer","Province moved to post–circuit breaker level, public health restrictions eased; permitted households to gather with up to 10 individuals indoors and outdoors; permitted organized gatherings (e.g., concerts, worship services, movie theatres, gyms, fitness facilities, museums, libraries, organized recreation and team sports, and food and drink establishments) of 50 people with 3 additional groups of 50 people with an operational plan; weddings and funerals remain at a limit of 50 people, plus officiants, and not eligible for multiple cohorts",
PE217,P.E.I.,Openings,Openings — recreation,https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,FALSE,2021-03-12,2021-03-13,"Government of Prince Edward Island, Chief Public Health Officer","Province moved to post–circuit breaker level, public health restrictions eased; permitted gyms, fitness facilities, museums, libraries and organized recreation and team sports to operate with physical distancing and other public health measures followed",
PE218,P.E.I.,Openings,Openings — non-essential services,https://www.princeedwardisland.ca/en/news/eased-public-health-restrictions-announced-pei,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-post-circuit-breaker-measures-march-13-2021,Easing,Provincial/territorial,FALSE,2021-03-12,2021-03-13,"Government of Prince Edward Island, Chief Public Health Officer","Province is in post–circuit breaker level, public health restrictions eased; permitted retail stores, markets and craft fairs to operate with physical distancing and public health measures followed; permitted in-room dining with a maximum of 10 people per table and a 12 a.m. closing time",
PE219,P.E.I.,Vaccine,Vaccine — population to be vaccinated,https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-16,2021-03-16,"Department of Health and Wellness, Chief Public Health Officer","Expanded the eligibility for vaccinations to include individuals 18 to 29 years of age who work in convenience stores, gas stations and grocery stores",
PE220,P.E.I.,Vaccine,Vaccine — population to be vaccinated,https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-16,2021-03-16,"Department of Health and Wellness, Chief Public Health Officer",Expanded the eligibility for vaccinations to include individuals age 70 to 74 based on their birth month,
PE221,P.E.I.,Vaccine,Vaccine — population to be vaccinated,https://www.princeedwardisland.ca/en/news/one-new-positive-case-covid-19-pei-vaccine-rollout-update,https://www.princeedwardisland.ca/en/information/health-and-wellness/covid-19-vaccines-and-immunization-phased-approach,Not applicable,Provincial/territorial,FALSE,2021-03-16,2021-03-16,"Department of Health and Wellness, Chief Public Health Officer","Announced that the following groups are prioritized in Phase 2: adults age 60 to 69, beginning with over 65, front-line essential workers age 18 to 59 who cannot work virtually (e.g., grocery and retail clerks, restaurant servers, gas station attendants and clerks, teachers, school personnel, early childhood educators, veterinarians, public transit drivers, seafood and meat plant employees), adults age 18 to 59 with underlying medical conditions at high risk and their primary caregivers, adults age 50 to 55, beginning with over 55, non-front-line health care workers to maintain system capacity, non-front-line essential workers and all remaining adults over 18, followed by youth age 16 to 17",
PE222,P.E.I.,Travel,Travel — self-isolation,https://www.princeedwardisland.ca/en/news/atlantic-premiers-announce-plan-ease-regional-travel-restrictions,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-18,2021-04-19,Office of the Premier,"Re-formed Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. without self-isolating for 14 days",
PE223,P.E.I.,Travel,Travel — restrictions,https://www.princeedwardisland.ca/en/news/atlantic-premiers-announce-plan-ease-regional-travel-restrictions,Not applicable,Easing,Provincial/territorial,FALSE,2021-03-18,2021-04-19,Office of the Premier,"Re-formed Atlantic travel bubble with N.S., N.B. and N.L., allowing residents of Atlantic Canada to enter P.E.I. for non-essential travel; travellers asked to complete an online self-declaration form before arrival",
PE224,P.E.I.,State of emergency,State of emergency,https://www.princeedwardisland.ca/sites/default/files/publications/20210302truwww.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-02,2021-03-12,"Government of Prince Edward Island, Executive Council",Extended the public health state of emergency,
PE225,P.E.I.,Vaccine,Vaccine — implementation plans and frameworks,https://www.princeedwardisland.ca/en/news/four-new-covid-19-cases-pei-vaccine-update,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-05,,"Department of Health and Wellness, Chief Public Health Officer",Announced plan to extend the time frame between the 1st and 2nd doses of the Pfizer and Moderna vaccines,
PE226,P.E.I.,Vaccine,Vaccine — phase changes and milestones,https://www.princeedwardisland.ca/en/news/covid-19-update-0,https://www.cbc.ca/news/canada/prince-edward-island/pei-covid-19-lennox-island-first-nation-vaccine-vaccination-1.5930463 ,Not applicable,Provincial/territorial,TRUE,2021-02-09,2021-02-26,"Department of Health and Wellness, Chief Public Health Officer",Administered 1st vaccinations to Indigenous adults who are part of Lennox Island or Abegweit First Nations,
PE227,P.E.I.,Contextual information,Contextual information — holiday,https://publicholidays.net/school-holidays/prince-edward-island/,Not applicable,Not applicable,Provincial/territorial,FALSE,,2021-03-15,Department of Education and Lifelong Learning,Spring breaks in P.E.I. regions follow the same schedule,
QC657,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-31-2021-anglais.pdf?1611235925,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-20,2021-01-20,Minister of health and social services,Extended the public health state of emergency,
QC659,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-59-2021-anglais.pdf?1611840657,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-27,2021-01-27,Minister of health and social services,Extended the public health state of emergency,
QC660,Que.,Health services,Health services — equipment,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2594/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-28,2021-01-28,Minister of health and social services,Procured N95 masks and surgical masks for the next 10 years (20 million annually) by Quebec company Medicom,
QC661,Que.,Case management,Case management — other,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2598/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-01-29,2021-01-29,Minister of health and social services,Announced the deployment of a COVID-19 variant surveillance program,
QC662,Que.,Public information,Public information — phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-102-2021-anglais.pdf?1612563466,Easing/tightening,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that the regions of Capitale-Nationale,",
QC663,Que.,Distancing,Distancing — other,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Tightening,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that the curfew between 8 p.m. and 5 a.m. in red zones will be extended for another 2 weeks for the regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides, Outaouais and Montérégie",
QC664,Que.,Distancing,Distancing — gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that for the regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides, Outaouais, Montérégie, Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, funerals will be allowed with a maximum of 25 people",
QC665,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced for the regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides, Outaouais, Montérégie, Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, permitted reopening of non-priority businesses, stores, boutiques, hair salons and personal care services",
QC666,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced for the regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides, Outaouais and Montérégie, reopening of libraries, museums, outdoor social, recreational and sport activities for 4 people",
QC667,Que.,Public information,Public information — phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord will move to the orange alert zone",
QC668,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, permitted reopening of libraries, museums, allowed outdoor social, recreational and sport activities for 8 people; gyms will reopen for individual workouts at reduced capacity",
QC669,Que.,Distancing,Distancing — gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, places of worship will be allowed to accomodate 25 people",
QC670,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-08,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, restaurants will reopen allowing a maximum of 2 adults per table (may be accompanied by minors); reservations will be required, a register of clients must be maintained and clients must show proof of residence in the region",
QC671,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Not applicable,Easing,Regional,FALSE,2021-02-02,2021-02-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, performance halls, cinemas, theatres will reopen with distancing and mask guidelines maintained",
QC672,Que.,Health services,Health services — other,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2606/,Not applicable,Easing,Regional,FALSE,2021-02-03,2021-02-08,Minister of health and social services,"Announced for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, seniors' private residences (RPA) will reopen their cafeterias, with additional health and safety measures (e.g., 2-metre distancing, limited capacity)",
QC673,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-89-2021-anglais.pdf?1612387120,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-03,2021-02-03,Minister of health and social services,Extended the public health state of emergency,
QC674,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-103-2021-anglais.pdf?1613049619,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-10,2021-02-10,Minister of health and social services,Extended the public health state of emergency,
QC675,Que.,Health services,Health services — equipment,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2623/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-12,2021-02-12,Minister of health and social services,"Announced the procurement of 40,000 N99 masks by Dorma Filtration",
QC676,Que.,Public information,Public information — phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-premier-ministre-francois-legault-demande-un-effort-de-vigilance-supplementaire-aux-quebecois-en-prevision-de-la-semaine-de-relache-854455487.html,https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/systeme-alertes-regionales-et-intervention-graduelle/palier-3-alerte-zone-orange/,Easing,Regional,FALSE,2021-02-12,2021-02-22,Minister of health and social services,Announced that the region of Outaouais will move to the orange alert zone,
QC677,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-premier-ministre-francois-legault-demande-un-effort-de-vigilance-supplementaire-aux-quebecois-en-prevision-de-la-semaine-de-relache-854455487.html,Not applicable,Easing,Regional,FALSE,2021-02-16,2021-02-26,Minister of health and social services,"Announced for the red zone regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides and Montérégie, reopenings of cinemas with a maximum of 250 people per hall and distancing and mask measures in place; reopenings of pools and skating arenas for individual workout or in pairs",
QC678,Que.,Distancing,Distancing — gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-premier-ministre-francois-legault-demande-un-effort-de-vigilance-supplementaire-aux-quebecois-en-prevision-de-la-semaine-de-relache-854455487.html,Not applicable,Easing,Regional,FALSE,2021-02-16,2021-02-26,Minister of health and social services,"Announced that for the red zone regions of Capitale-Nationale, Mauricie et Centre-du-Québec, Estrie, Montréal, Chaudière-Appalaches, Laval, Lanaudière, Laurentides and Montérégie, gatherings of 8 people will be allowed for outdoor sports and recreation",
QC679,Que.,Case management,Case management — other,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2633/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-17,2021-02-17,Minister of health and social services,Announced that private companies will have access to rapid test toolkits to reduce risk of outbreaks in work environments,
QC680,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-124-2021-anglais.pdf?1613602754,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-17,2021-02-17,Minister of health and social services,Extended the public health state of emergency,
QC681,Que.,Distancing,Distancing — gatherings,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2646/,Not applicable,Easing,Provincial/territorial,FALSE,2021-02-19,2021-02-26,Minister of health and social services,Announced that a person residing alone or with their dependent children may join a family bubble from another residence in a private gathering,
QC682,Que.,Vaccine,Vaccine — population to be vaccinated,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2655/,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-vacciner-le-quebec-c-est-gagner-contre-la-pandemie-francois-legault-827021832.html,Not applicable,Provincial/territorial,FALSE,2021-02-23,2021-03-01,Minister of health and social services,Announced the start of vaccination of the general population starting with individuals who are 85 years of age and older,
QC683,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-141-2021-anglais.pdf?1614206079,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-02-24,2021-02-24,Minister of health and social services,Extended the public health state of emergency,
QC684,Que.,Contextual information,Contextual information — holiday,https://www.cqsb.qc.ca/en/web/cscq/information-to-parents/calendars,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2668/,Not applicable,Provincial/territorial,FALSE,2021-03-01,2021-03-01,Minister of health and social services,Spring break for all Que. schools,
QC685,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-176-2021-anglais.pdf?1614861863,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-03,2021-03-03,Minister of health and social services,Extended the public health state of emergency,
QC686,Que.,Public information,Public information — phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,Not applicable,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced that the regions of Capitale-Nationale, Chaudière-Appalaches, Estrie and Mauricie et Centre-du-Québec will move to the orange alert zone",
QC687,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced for the regions of Capitale-Nationale,  Chaudière-Appalaches, Estrie and Mauricie et Centre-du-Québec, reopening of libraries, museums: allowed outdoor social, recreational and sport activities for 8 people",
QC688,Que.,Distancing,Distancing — gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,Not applicable,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, places of worship will be allowed to accommodate 100 people",
QC689,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,Not applicable,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced that for the regions of Capitale-Nationale, Chaudière-Appalaches, Estrie, Mauricie et Centre-du-Québec, restaurants permitted to reopen allowing a maximum of 2 adults per table (may be accompanied by minors); reservations will be required, a register of clients must be maintained and clients must show proof of residence in the region; permitted gyms to reopen for individual workouts at reduced capacity",
QC690,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-la-plupart-des-regions-de-retour-au-palier-rouge-872129206.html,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la-Madeleine, Bas-Saint-Laurent, Saguenay–Lac-Saint-Jean, Abitibi-Témiscamingue, Nord-du-Québec and Côte-Nord, performance halls, cinemas, theatres will reopen with distancing and mask guidelines maintained",
QC691,Que.,Health services,Health services — other,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-cinq-nouvelles-regions-passent-au-palier-orange-888586474.html,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2606/,Easing,Regional,FALSE,2021-03-03,2021-03-08,Minister of health and social services,"Announced that for the regions of Capitale-Nationale, Chaudière-Appalaches, Estrie, Mauricie et Centre-du-Québec, seniors' private residences (RPA) will reopen their cafeterias",
QC692,Que.,Vaccine,Vaccine — implementation plans and frameworks,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2676/,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-03,2021-03-03,Minister of health and social services,Extended the interval between the 1st dose and the 2nd dose of the COVID-19 vaccine to 16 weeks,
QC693,Que.,State of emergency,State of emergency,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-204-2021-anglais.pdf?1615417331,Not applicable,Not applicable,Provincial/territorial,FALSE,2021-03-10,2021-03-10,Minister of health and social services,Extended the public health state of emergency,
QC694,Que.,Distancing,Distancing — gatherings,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2693/,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-26,Minister of health and social services,"Announced that for regions in red zones, 25 people are permitted to gather in places of worship",
QC695,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-la-ministre-isabelle-charest-annonce-le-retour-du-sport-organise-841173670.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-26,Minister of health and social services,"Announced that for regions in red zones, fitness centres permitted to reopen where individuals in pairs or of the same private residence may train; a training register will be compulsory for the centres; leisure activity and group sport indoors must be supervised by a person responsible for compliance with the health measures",
QC696,Que.,Openings,Openings — recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-la-ministre-isabelle-charest-annonce-le-retour-du-sport-organise-841173670.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-26,Minister of health and social services,"Announced that for regions in orange zones, 8 people may participate in organized activities or classes in fitness centres; 12 people may gather outdoors to participate in a sporting acitvity; leisure activity and group sport indoors must be supervised by a person responsible for compliance with the health measures",
QC697,Que.,Openings,Openings — education,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-la-ministre-isabelle-charest-annonce-le-retour-du-sport-organise-841173670.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-15,Minister of health and social services,"Announced that for regions in orange zones, extracurricular activities as well as school outings will be permitted in stable class groups",
QC698,Que.,Openings,Openings — education,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-la-ministre-isabelle-charest-annonce-le-retour-du-sport-organise-841173670.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-26,Minister of health and social services,"Announced that for regions in orange zones, students from different stable class groups will be able to participate in intra-school, non-contact extracurricular activities with a maximum of 12 students for outdoor activities and 8 students for indoor activities; activities, whether indoor or outdoor, must take place without spectators",
QC699,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/reouverture-autorisee-pour-les-spas-et-les-piscines-interieures-des-etablissements-hoteliers-821178550.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-26,Minister of health and social services,"Announced that for regions in red zones, reopening of spa establishments permitted; indoor pools of hotels may also reopen",
QC700,Que.,Openings,Openings — non-essential services,https://www.newswire.ca/fr/news-releases/reouverture-autorisee-pour-les-spas-et-les-piscines-interieures-des-etablissements-hoteliers-821178550.html,Not applicable,Easing,Regional,FALSE,2021-03-12,2021-03-15,Minister of health and social services,"Announced that for regions in orange zones, reopening of spa establishments permitted; indoor pools of hotels may also reopen",
QC701,Que.,Distancing,Distancing — other,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-17,Minister of health and social services,"Announced that for regions in red zones, the start of curfew will be moved to 9:30 p.m.",
QC702,Que.,Openings,Openings — education,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-22,Minister of health and social services,"Announced that for regions in orange zones, students in secondary 3, 4 and 5 may return to classes full time",
QC703,Que.,Public information,Public information — phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-26,Minister of health and social services,"Announced that the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec will move to the yellow pre-alert zone",
QC704,Que.,Distancing,Distancing — other,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-couvre-feu-repousse-a-21-h-30-en-zone-rouge-des-demain-872323811.html,Not applicable,Easing,Regional,FALSE,2021-03-16,2021-03-26,Minister of health and social services,"Announced that for the regions of Gaspésie–Îles-de-la Madeleine, Côte-Nord and Nord-du-Québec, curfew will be lifted",
