pruid,prename,prfname,week_end,series_type,product_name,numtotal_atleast1dose,numtotal_partially,numtotal_fully,prop_atleast1dose,prop_partially,prop_fully,V13,numweekdelta_atleast1dose,numweekdelta_fully,propweekdelta_partially,propweekdelta_fully
46,Manitoba,Manitoba,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
46,Manitoba,Manitoba,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,1,Pfizer-BioNTech Comirnaty,562503,64821,497682,47.68,5.49,42.18,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,1,Moderna Spikevax,156386,17214,139172,13.25,1.46,11.8,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,11412,1025,10387,0.97,0.09,0.88,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,1,Janssen,133,na,133,0.01,na,0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,2,Mixed series (unspecified),112135,na,112135,9.5,na,9.5,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-16,1,Pfizer-BioNTech Comirnaty,2239373,235771,2003602,50.4,5.31,45.1,,,,,
48,Alberta,Alberta,2021-10-16,1,Moderna Spikevax,578380,67455,510925,13.02,1.52,11.5,,,,,
48,Alberta,Alberta,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,25285,3545,21740,0.57,0.08,0.49,,,,,
48,Alberta,Alberta,2021-10-16,1,Janssen,0,na,0,0,na,0,,,,,
48,Alberta,Alberta,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-16,2,Mixed series (unspecified),360447,na,360447,8.11,na,8.11,,,,,
48,Alberta,Alberta,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,1,Pfizer-BioNTech Comirnaty,2731875,169489,2562386,52.39,3.25,49.14,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,1,Moderna Spikevax,846290,87131,759159,16.23,1.67,14.56,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,93205,5377,87828,1.79,0.1,1.68,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,1,Janssen,2850,na,2850,0.05,na,0.05,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,2,Mixed series (unspecified),440961,na,440961,8.46,na,8.46,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-16,3,Unknown,3,0,3,<0.01,0,<0.01,,,,,
60,Yukon,Yukon,2021-10-16,1,Pfizer-BioNTech Comirnaty,2360,129,2231,5.5,0.3,5.2,,,,,
60,Yukon,Yukon,2021-10-16,1,Moderna Spikevax,29840,1278,28562,69.48,2.98,66.51,,,,,
60,Yukon,Yukon,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-16,1,Janssen,0,na,0,0,na,0,,,,,
60,Yukon,Yukon,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-16,2,Mixed series (unspecified),284,na,284,0.66,na,0.66,,,,,
60,Yukon,Yukon,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,1,Pfizer-BioNTech Comirnaty,3111,304,2807,7.16,0.7,6.46,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,1,Moderna Spikevax,27515,1488,26027,63.29,3.42,59.87,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,1,Janssen,0,na,0,0,na,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,2,Mixed series (unspecified),91,na,91,0.21,na,0.21,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-16,1,Pfizer-BioNTech Comirnaty,3492,694,2798,8.86,1.76,7.1,,,,,
62,Nunavut,Nunavut,2021-10-16,1,Moderna Spikevax,22042,2463,19579,55.94,6.25,49.69,,,,,
62,Nunavut,Nunavut,2021-10-16,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-16,1,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-10-16,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-16,2,Mixed series (unspecified),16,na,16,0.04,na,0.04,,,,,
62,Nunavut,Nunavut,2021-10-16,3,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-16,3,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-10-23,1,Pfizer-BioNTech Comirnaty,14460627,961607,13499020,37.81,2.51,35.3,,,,,
1,Canada,Canada,2021-10-23,1,Moderna Spikevax,4161509,311098,3850411,10.88,0.81,10.07,,,,,
1,Canada,Canada,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,255862,20972,234890,0.67,0.05,0.61,,,,,
1,Canada,Canada,2021-10-23,1,Janssen,8214,na,8214,0.02,na,0.02,,,,,
1,Canada,Canada,2021-10-23,1,Vaccine not HC-approved,2148,2100,48,0.01,0.01,<0.01,,,,,
1,Canada,Canada,2021-10-23,2,Mixed series (unspecified),3936868,na,3936868,10.29,na,10.29,,,,,
1,Canada,Canada,2021-10-23,3,Not reported,6756396,213715,6542681,17.67,0.56,17.11,,,,,
1,Canada,Canada,2021-10-23,3,Unknown,866,331,535,<0.01,<0.01,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,1,Pfizer-BioNTech Comirnaty,239495,19720,219775,46.01,3.79,42.22,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,1,Moderna Spikevax,89686,13833,75853,17.23,2.66,14.57,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,588,351,237,0.11,0.07,0.05,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,1,Janssen,39,na,39,0.01,na,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,2,Mixed series (unspecified),117929,na,117929,22.65,na,22.65,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,1,Pfizer-BioNTech Comirnaty,96837,5857,90980,58.93,3.56,55.37,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,1,Moderna Spikevax,29057,2359,26698,17.68,1.44,16.25,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,532,80,452,0.32,0.05,0.28,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,2,Mixed series (unspecified),8959,na,8959,5.45,na,5.45,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,1,Pfizer-BioNTech Comirnaty,452792,39269,413523,45.64,3.96,41.68,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,1,Moderna Spikevax,132491,9981,122510,13.36,1.01,12.35,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,1253,659,594,0.13,0.07,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,2,Mixed series (unspecified),218765,na,218765,22.05,na,22.05,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-23,3,Unknown,326,30,296,0.03,<0.01,0.03,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,1,Pfizer-BioNTech Comirnaty,376829,42613,334216,47.75,5.4,42.35,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,1,Moderna Spikevax,102806,10861,91945,13.03,1.38,11.65,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,5254,474,4780,0.67,0.06,0.61,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,2,Mixed series (unspecified),151158,na,151158,19.15,na,19.15,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-23,3,Unknown,141,39,102,0.02,<0.01,0.01,,,,,
24,Quebec,Québec,2021-10-23,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-23,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-23,1,Janssen,,na,,"",na,"",,,,,
24,Quebec,Québec,2021-10-23,1,Vaccine not HC-approved,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-23,2,Mixed series (unspecified),,na,,"",na,"",,,,,
24,Quebec,Québec,2021-10-23,3,Not reported,6756396,213715,6542681,78.52,2.48,76.04,,,,,
24,Quebec,Québec,2021-10-23,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-10-23,1,Pfizer-BioNTech Comirnaty,7086379,408474,6677905,47.8,2.76,45.04,,,,,
35,Ontario,Ontario,2021-10-23,1,Moderna Spikevax,1934859,101602,1833257,13.05,0.69,12.36,,,,,
35,Ontario,Ontario,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,113263,8995,104268,0.76,0.06,0.7,,,,,
35,Ontario,Ontario,2021-10-23,1,Janssen,4392,na,4392,0.03,na,0.03,,,,,
35,Ontario,Ontario,2021-10-23,1,Vaccine not HC-approved,2122,2100,22,0.01,0.01,<0.01,,,,,
35,Ontario,Ontario,2021-10-23,2,Mixed series (unspecified),2312998,na,2312998,15.6,na,15.6,,,,,
35,Ontario,Ontario,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-10-23,3,Unknown,396,262,134,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-10-23,1,Pfizer-BioNTech Comirnaty,626256,30270,595986,45.26,2.19,43.07,,,,,
46,Manitoba,Manitoba,2021-10-23,1,Moderna Spikevax,198493,13712,184781,14.34,0.99,13.35,,,,,
46,Manitoba,Manitoba,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,4450,892,3558,0.32,0.06,0.26,,,,,
46,Manitoba,Manitoba,2021-10-23,1,Janssen,545,na,545,0.04,na,0.04,,,,,
46,Manitoba,Manitoba,2021-10-23,1,Vaccine not HC-approved,26,0,26,<0.01,0,<0.01,,,,,
46,Manitoba,Manitoba,2021-10-23,2,Mixed series (unspecified),213052,na,213052,15.4,na,15.4,,,,,
46,Manitoba,Manitoba,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
46,Manitoba,Manitoba,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,1,Pfizer-BioNTech Comirnaty,568611,59447,509164,48.19,5.04,43.16,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,1,Moderna Spikevax,157666,15956,141710,13.36,1.35,12.01,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,11370,941,10429,0.96,0.08,0.88,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,1,Janssen,144,na,144,0.01,na,0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,2,Mixed series (unspecified),112415,na,112415,9.53,na,9.53,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-23,1,Pfizer-BioNTech Comirnaty,2259492,202623,2056869,50.86,4.56,46.3,,,,,
48,Alberta,Alberta,2021-10-23,1,Moderna Spikevax,582247,59118,523129,13.11,1.33,11.77,,,,,
48,Alberta,Alberta,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,25524,3451,22073,0.57,0.08,0.5,,,,,
48,Alberta,Alberta,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
48,Alberta,Alberta,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-23,2,Mixed series (unspecified),362299,na,362299,8.15,na,8.15,,,,,
48,Alberta,Alberta,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,1,Pfizer-BioNTech Comirnaty,2744816,152196,2592620,52.64,2.92,49.72,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,1,Moderna Spikevax,854169,78300,775869,16.38,1.5,14.88,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,93628,5129,88499,1.8,0.1,1.7,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,1,Janssen,3094,na,3094,0.06,na,0.06,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,2,Mixed series (unspecified),438889,na,438889,8.42,na,8.42,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
59,British Columbia,Colombie-Britannique,2021-10-23,3,Unknown,3,0,3,<0.01,0,<0.01,,,,,
60,Yukon,Yukon,2021-10-23,1,Pfizer-BioNTech Comirnaty,2390,131,2259,5.57,0.31,5.26,,,,,
60,Yukon,Yukon,2021-10-23,1,Moderna Spikevax,29948,1305,28643,69.74,3.04,66.7,,,,,
60,Yukon,Yukon,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
60,Yukon,Yukon,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-23,2,Mixed series (unspecified),289,na,289,0.67,na,0.67,,,,,
60,Yukon,Yukon,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
60,Yukon,Yukon,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,1,Pfizer-BioNTech Comirnaty,3170,314,2856,7.29,0.72,6.57,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,1,Moderna Spikevax,27768,1522,26246,63.87,3.5,60.37,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,2,Mixed series (unspecified),96,na,96,0.22,na,0.22,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-23,1,Pfizer-BioNTech Comirnaty,3560,693,2867,9.03,1.76,7.28,,,,,
62,Nunavut,Nunavut,2021-10-23,1,Moderna Spikevax,22319,2549,19770,56.64,6.47,50.17,,,,,
62,Nunavut,Nunavut,2021-10-23,1,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-23,1,Janssen,0,na,0,0,na,0,,,,,
62,Nunavut,Nunavut,2021-10-23,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-23,2,Mixed series (unspecified),19,na,19,0.05,na,0.05,,,,,
62,Nunavut,Nunavut,2021-10-23,3,Not reported,0,0,0,0,0,0,,,,,
62,Nunavut,Nunavut,2021-10-23,3,Unknown,0,0,0,0,0,0,,,,,
1,Canada,Canada,2021-10-30,1,Pfizer-BioNTech Comirnaty,14534255,870495,13663760,38,2.28,35.73,,,,,
1,Canada,Canada,2021-10-30,1,Moderna Spikevax,4173710,282600,3891110,10.91,0.74,10.17,,,,,
1,Canada,Canada,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,256924,20027,236897,0.67,0.05,0.62,,,,,
1,Canada,Canada,2021-10-30,1,Janssen,9099,na,9099,0.02,na,0.02,,,,,
1,Canada,Canada,2021-10-30,1,Vaccine not HC-approved,2308,2246,62,0.01,0.01,<0.01,,,,,
1,Canada,Canada,2021-10-30,2,Mixed series (unspecified),3944903,na,3944903,10.32,na,10.32,,,,,
1,Canada,Canada,2021-10-30,3,Not reported,6771573,200692,6570881,17.71,0.52,17.18,,,,,
1,Canada,Canada,2021-10-30,3,Unknown,935,365,570,<0.01,<0.01,<0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,1,Pfizer-BioNTech Comirnaty,241107,18885,222222,46.32,3.63,42.69,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,1,Moderna Spikevax,91086,13158,77928,17.5,2.53,14.97,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,611,333,278,0.12,0.06,0.05,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,1,Janssen,53,na,53,0.01,na,0.01,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,2,Mixed series (unspecified),118619,na,118619,22.79,na,22.79,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-10-30,3,Unknown,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,1,Pfizer-BioNTech Comirnaty,97187,5409,91778,59.15,3.29,55.85,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,1,Moderna Spikevax,29120,2120,27000,17.72,1.29,16.43,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,541,79,462,0.33,0.05,0.28,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,1,Janssen,0,na,0,0,na,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,2,Mixed series (unspecified),9069,na,9069,5.52,na,5.52,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-10-30,3,Unknown,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,1,Pfizer-BioNTech Comirnaty,456287,36394,419893,45.99,3.67,42.33,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,1,Moderna Spikevax,132576,9436,123140,13.36,0.95,12.41,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,1240,645,595,0.12,0.07,0.06,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,1,Janssen,0,na,0,0,na,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,2,Mixed series (unspecified),219244,na,219244,22.1,na,22.1,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-10-30,3,Unknown,326,30,296,0.03,<0.01,0.03,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,1,Pfizer-BioNTech Comirnaty,379712,38011,341701,48.11,4.82,43.3,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,1,Moderna Spikevax,102971,9623,93348,13.05,1.22,11.83,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,5242,461,4781,0.66,0.06,0.61,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,1,Janssen,0,na,0,0,na,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,2,Mixed series (unspecified),151470,na,151470,19.19,na,19.19,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-10-30,3,Unknown,147,40,107,0.02,0.01,0.01,,,,,
24,Quebec,Québec,2021-10-30,1,Pfizer-BioNTech Comirnaty,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-30,1,Moderna Spikevax,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-30,1,Janssen,,na,,"",na,"",,,,,
24,Quebec,Québec,2021-10-30,1,Vaccine not HC-approved,,"",,"","","",,,,,
24,Quebec,Québec,2021-10-30,2,Mixed series (unspecified),,na,,"",na,"",,,,,
24,Quebec,Québec,2021-10-30,3,Not reported,6771573,200692,6570881,78.7,2.33,76.37,,,,,
24,Quebec,Québec,2021-10-30,3,Unknown,,"",,"","","",,,,,
35,Ontario,Ontario,2021-10-30,1,Pfizer-BioNTech Comirnaty,7120115,373698,6746417,48.02,2.52,45.5,,,,,
35,Ontario,Ontario,2021-10-30,1,Moderna Spikevax,1937243,92309,1844934,13.07,0.62,12.44,,,,,
35,Ontario,Ontario,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,113743,8655,105088,0.77,0.06,0.71,,,,,
35,Ontario,Ontario,2021-10-30,1,Janssen,4956,na,4956,0.03,na,0.03,,,,,
35,Ontario,Ontario,2021-10-30,1,Vaccine not HC-approved,2276,2245,31,0.02,0.02,<0.01,,,,,
35,Ontario,Ontario,2021-10-30,2,Mixed series (unspecified),2318429,na,2318429,15.64,na,15.64,,,,,
35,Ontario,Ontario,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
35,Ontario,Ontario,2021-10-30,3,Unknown,460,295,165,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-10-30,1,Pfizer-BioNTech Comirnaty,629109,28486,600623,45.46,2.06,43.4,,,,,
46,Manitoba,Manitoba,2021-10-30,1,Moderna Spikevax,199146,12921,186225,14.39,0.93,13.46,,,,,
46,Manitoba,Manitoba,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,4464,858,3606,0.32,0.06,0.26,,,,,
46,Manitoba,Manitoba,2021-10-30,1,Janssen,567,na,567,0.04,na,0.04,,,,,
46,Manitoba,Manitoba,2021-10-30,1,Vaccine not HC-approved,32,1,31,<0.01,<0.01,<0.01,,,,,
46,Manitoba,Manitoba,2021-10-30,2,Mixed series (unspecified),213565,na,213565,15.43,na,15.43,,,,,
46,Manitoba,Manitoba,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
46,Manitoba,Manitoba,2021-10-30,3,Unknown,1,0,1,<0.01,0,<0.01,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,1,Pfizer-BioNTech Comirnaty,573304,52397,520907,48.59,4.44,44.15,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,1,Moderna Spikevax,158750,14311,144439,13.46,1.21,12.24,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,1,AstraZeneca Vaxzevria/COVISHIELD,11382,880,10502,0.96,0.07,0.89,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,1,Janssen,181,na,181,0.02,na,0.02,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,1,Vaccine not HC-approved,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,2,Mixed series (unspecified),112670,na,112670,9.55,na,9.55,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,3,Not reported,0,0,0,0,0,0,,,,,
47,Saskatchewan,Saskatchewan,2021-10-30,3,Unknown,0,0,0,0,0,0,,,,,
48,Alberta,Alberta,2021-10-30,1,Pfizer-BioNTech Comirnaty,2272876,181170,2091706,51.16,4.08,47.08,,,,,
48,Alberta,Alberta,2021-10-30,1,Moderna Spikevax,582697,54090,528607,13.12,1.22,11.9,,,,,
