index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,geometry
S1519,CHSLD DE SAINT-RAPHAËL,CHSLD,Nursing and residential care facilities,Province of Québec,"",84,rue du foyer,G0R 4C0,saint-raphaël,Quebec,"84, rue du Foyer",Saint-Raphaël,2419082,24,-70.751669|46.792727
S152,Summerset Manor,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",15,frank mellish st,C1N 0H3,summerside,Prince Edward Island,15 Frank Mellish St,Summerside,1103025,11,-63.77435838|46.41954933
S1521,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LACHINE,CRJDA,Nursing and residential care facilities,Province of Québec,"",749,25e avenue,H8S 3X7,montréal,Quebec,"749, 25e Avenue",Montréal,2466023,24,-73.686824|45.443429
S1522,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION GOUIN,CRJDA,Nursing and residential care facilities,Province of Québec,"",4350,boulevard gouin ouest,H4J 1B6,montréal,Quebec,"4350, boulevard Gouin Ouest",Montréal,2466023,24,-73.710728|45.537934
S1523,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE BEAURIVAGE,CRJDA,Nursing and residential care facilities,Province of Québec,"",1409,rue de beaurivage,H1L 5V3,montréal,Quebec,"1409, rue de Beaurivage",Montréal,2466023,24,-73.510068|45.589798
S1524,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION GODBOUT,CRJDA,Nursing and residential care facilities,Province of Québec,"",9038,rue de godbout,H8R 2H6,montréal,Quebec,"9038, rue de Godbout",Montréal,2466023,24,-73.633105|45.420026
S1525,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DOMINIQUE-SAVIO,CRJDA,Nursing and residential care facilities,Province of Québec,"",9335,rue saint-hubert,H2M 1Y7,montréal,Quebec,"9335, rue Saint-Hubert",Montréal,2466023,24,-73.64632|45.553197
S1526,CENTRE D'HÉBERGEMENT DE SAINT-EUSÈBE,CHSLD,Nursing and residential care facilities,Province of Québec,"",435,rue saint-jacques est,G6L 5C5,princeville,Quebec,"435, rue Saint-Jacques Est",Princeville,2432033,24,-71.869319|46.17777
S153,Wedgewood Manor,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",310,brophy av,C1N 5N4,summerside,Prince Edward Island,310 Brophy Av,Summerside,1103025,11,-63.79535829|46.40494985
S1531,CENTRE D'HÉBERGEMENT DE LYSTER,CHSLD,Nursing and residential care facilities,Province of Québec,"",2180,rue bécancour,G0S 1V0,lyster,Quebec,"2180, rue Bécancour",Lyster,2432065,24,-71.620473|46.370654
S1532,CENTRE D'HÉBERGEMENT DE MATANE,CHSLD,Nursing and residential care facilities,Province of Québec,"",150,avenue saint-jérôme,G4W 3A2,matane,Quebec,"150, avenue Saint-Jérôme",Matane,2408053,24,-67.532015|48.840929
S1535,CHSLD DE HAVRE-SAINT-PIERRE,CHSLD,Nursing and residential care facilities,Province of Québec,"",933,rue boréale,G0G 1P0,havre-saint-pierre,Quebec,"933, rue Boréale",Havre-Saint-Pierre,2498040,24,-63.607715|50.238008
S1536,CENTRE D'HÉBERGEMENT DU ROCHER-PERCÉ,CHSLD,Nursing and residential care facilities,Province of Québec,"",75,rue des cèdres,G0C 1K0,chandler,Quebec,"75, rue des Cèdres",Chandler,2402028,24,-64.674041|48.349483
S1537,CHSLD CHAMPLAIN,CHSLD,Nursing and residential care facilities,Province of Québec,"",5050,place nogent,J4Y 2K3,brossard,Quebec,"5050, place Nogent",Brossard,2458007,24,-73.453158|45.447262
S1538,CHSLD HENRIETTE-CÉRÉ,CHSLD,Nursing and residential care facilities,Province of Québec,"",6435,chemin de chambly,J3Y 3R6,longueuil,Quebec,"6435, chemin de Chambly",Longueuil,2458227,24,-73.404036|45.496614
S1539,CHSLD SAINT-JOSEPH,CHSLD,Nursing and residential care facilities,Province of Québec,"",611,boulevard queen-victoria,J1H 3R6,sherbrooke,Quebec,"611, boulevard Queen-Victoria",Sherbrooke,2443027,24,-71.90283|45.408112
S154,Sherwood Home,Public Care Home,Nursing and residential care facilities,Province of Prince Edward Island,"",75,muchison ln,C1A 7N5,charlottetown,Prince Edward Island,75 Muchison Ln,Charlottetown,1102075,11,-63.09668819|46.25462955
S1541,CENTRE D'HÉBERGEMENT DE MANSFIELD-ET-PONTEFRACT,CHSLD,Nursing and residential care facilities,Province of Québec,"",230,chemin de la chute,J0X 1R0,mansfield-et-pontefract,Quebec,"230, chemin de la Chute",Mansfield-et-Pontefract,2484065,24,-76.721926|45.853943
S1542,CENTRE D'HÉBERGEMENT D'AYLMER,CHSLD,Nursing and residential care facilities,Province of Québec,"",445,boulevard wilfrid-lavigne,J9H 6H9,gatineau,Quebec,"445, boulevard Wilfrid-Lavigne",Gatineau,2481017,24,-75.838277|45.39911
S1543,FOYER DE GROUPE DORNAL,CRJDA,Nursing and residential care facilities,Province of Québec,"",4912,avenue dornal,H3W 1W2,montréal,Quebec,"4912, avenue Dornal",Montréal,2466023,24,-73.627223|45.487092
S1544,FOYER MAMO,CRJDA,Nursing and residential care facilities,Province of Québec,"",465,rue saint-joseph,G9X 1M6,la tuque,Quebec,"465, rue saint-joseph",La Tuque,2490012,24,-72.77628|47.440806
S1546,CHSLD DE VAL-D'OR,CHSLD,Nursing and residential care facilities,Province of Québec,"",1212,avenue brébeuf,J9P 2C9,val-d'or,Quebec,"1212, avenue Brébeuf",Val-d'Or,2489008,24,-77.79877|48.101798
S1547,CHSLD D'AMOS,CHSLD,Nursing and residential care facilities,Province of Québec,"",612,5e avenue ouest,J9T 4L3,amos,Quebec,"612, 5e Avenue Ouest",Amos,2488055,24,-78.125264|48.575777
S1548,MOUNTAIN VIEW SCHOOL 'PROJECT CENTER',CRJDA,Nursing and residential care facilities,Province of Québec,"",7450,chemin de la côte-saint-luc,H4W 1R1,côte-saint-luc,Quebec,"7450, chemin de la Côte-Saint-Luc",Côte-Saint-Luc,2466058,24,-73.658888|45.460208
S155,Provincial Addictions Facility,Mental Health and Addictions,Nursing and residential care facilities,Province of Prince Edward Island,"",2814,rte 215,C1A 7N8,mount herbert,Prince Edward Island,2814 Rte 215,Lot 48,1102014,11,-63.04555788|46.23818974
S1550,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE JOLIETTE,CRD,Nursing and residential care facilities,Province of Québec,"",258,rue lavaltrie sud,J6E 5X7,joliette,Quebec,"258, rue Lavaltrie Sud",Joliette,2461025,24,-73.441335|46.018376
S1554,CHSLD CHAMPAGNAT,CHSLD,Nursing and residential care facilities,Province of Québec,"",370,5e avenue,J2X 1V1,saint-jean-sur-richelieu,Quebec,"370, 5e Avenue",Saint-Jean-sur-Richelieu,2456083,24,-73.233063|45.307859
S1555,CENTRE D'HÉBERGEMENT DE CHARLESBOURG,CHSLD,Nursing and residential care facilities,Province of Québec,"",7150,boulevard cloutier,G1H 5V5,québec,Quebec,"7150, boulevard Cloutier",Québec,2423027,24,-71.274256|46.851371
S1558,CHSLD DENIS-MARCOTTE,CHSLD,Nursing and residential care facilities,Province of Québec,"",56,9e rue sud,G6G 5H6,thetford mines,Quebec,"56, 9e rue Sud",Thetford Mines,2431084,24,-71.281609|46.103675
S1559,CENTRE DE RÉADAPTATION EN DÉPENDANCE LOUVAIN,CRD,Nursing and residential care facilities,Province of Québec,"",950,rue de louvain est,H2M 2E8,montréal,Quebec,"950, rue de Louvain Est",Montréal,2466023,24,-73.648363|45.553915
S156,Stewart Memorial Home,Public Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",18,bideford rd - rte 166,C0B 2C0,tyne valley,Prince Edward Island,18 Bideford Rd - Rte 166,Tyne Valley,1103033,11,-63.92925847|46.58067968
S1560,CENTRE DE RÉADAPTATION EN DÉPENDANCE SAINT-URBAIN,CRD,Nursing and residential care facilities,Province of Québec,"",3530,rue saint-urbain,H2X 2N7,montréal,Quebec,"3530, rue Saint-Urbain",Montréal,2466023,24,-73.572946|45.511939
S1561,CENTRE DE RÉADAPTATION EN DÉPENDANCE PRINCE-ARTHUR,CRD,Nursing and residential care facilities,Province of Québec,"",110,rue prince-arthur ouest,H2X 1S7,montréal,Quebec,"110, rue Prince-Arthur Ouest",Montréal,2466023,24,-73.573676|45.512357
S1562,CHSLD MARC-ANDRÉ-JACQUES,CHSLD,Nursing and residential care facilities,Province of Québec,"",272,rue principale,G0N 1G0,east broughton,Quebec,"272, rue Principale",East Broughton,2431122,24,-71.074242|46.215943
S1563,CHSLD DU LAC-NOIR,CHSLD,Nursing and residential care facilities,Province of Québec,"",4064,rue du foyer,G6H 2A1,thetford mines,Quebec,"4064, rue du Foyer",Thetford Mines,2431084,24,-71.36164|46.046479
S1564,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DES PATRIOTES,CRJDA,Nursing and residential care facilities,Province of Québec,"",2320,rue des patriotes,H7L 3S9,laval,Quebec,"2320, rue des Patriotes",Laval,2465005,24,-73.778562|45.604219
S1565,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION CHARTRAND,CRJDA,Nursing and residential care facilities,Province of Québec,"",8420,rue chartrand,H7A 1M4,laval,Quebec,"8420, rue Chartrand",Laval,2465005,24,-73.576762|45.666876
S1568,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE PIERREFONDS,CRJDA,Nursing and residential care facilities,Province of Québec,"",15900,boulevard de pierrefonds,H9H 3X7,montréal,Quebec,"15900, boulevard de Pierrefonds",Montréal,2466023,24,-73.867914|45.477904
S1569,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE BEAUPORT,CRJDA,Nursing and residential care facilities,Province of Québec,"",3510,rue cambronne,G1E 7H2,québec,Quebec,"3510, rue Cambronne",Québec,2423027,24,-71.206747|46.861243
S1570,FOYER DE GROUPE PUVIRNITUQ,CRJDA,Nursing and residential care facilities,Province of Québec,"","","",J0M 1P0,puvirnituq,Quebec,puvirnituk,Puvirnituq,2499120,24,-77.275971|60.03768
S1574,CHSLD RENÉ-LAVOIE,CHSLD,Nursing and residential care facilities,Province of Québec,"",260,avenue champlain,G0N 1E0,disraeli,Quebec,"260, avenue Champlain",Disraeli,2431015,24,-71.355361|45.899025
S1579,CENTRE D'HÉBERGEMENT DE SAINT-FÉLICIEN,CHSLD,Nursing and residential care facilities,Province of Québec,"",1229,boulevard sacré-coeur,G8K 1A5,saint-félicien,Quebec,"1229, boulevard Sacré-Coeur",Saint-Félicien,2491042,24,-72.448111|48.652613
S1581,CENTRE D'HÉBERGEMENT LUCIEN-G. ROLLAND,CHSLD,Nursing and residential care facilities,Province of Québec,"",175,rue durand,J7Z 2V4,saint-jérôme,Quebec,"175, rue Durand",Saint-Jérôme,2475017,24,-74.002203|45.764167
S1582,CAMPUS CARTIER,CRJDA,Nursing and residential care facilities,Province of Québec,"",306,boulevard cartier ouest,H7N 2J2,laval,Quebec,"306, boulevard Cartier Ouest",Laval,2465005,24,-73.698002|45.55592
S1583,RESIDENCE BOURG-JOLI,CHSLD,Nursing and residential care facilities,Province of Québec,"",2915,boulevard laframboise,J2S 4Z3,saint-hyacinthe,Quebec,"2915, boulevard Laframboise",Saint-Hyacinthe,2454048,24,-72.964223|45.633513
S1584,CHSLD DE SAINT-FABIEN-DE-PANET,CHSLD,Nursing and residential care facilities,Province of Québec,"",19,rue principale est,G0R 2J0,saint-fabien-de-panet,Quebec,"19, rue Principale Est",Saint-Fabien-de-Panet,2418015,24,-70.145953|46.655807
S1585,APPARTEMENT SUPERVISÉ POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHICOUTIMI,CRJDA,Nursing and residential care facilities,Province of Québec,"",507,rue jacques-cartier est,G7H 2A1,saguenay,Quebec,"507, rue Jacques-Cartier Est",Saguenay,2494068,24,-71.053002|48.425761
S1586,CHSLD DE COWANSVILLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",200,rue principale,J2K 1J2,cowansville,Quebec,"200, rue Principale",Cowansville,2446080,24,-72.743036|45.207844
S1587,CHSLD DE FARNHAM,CHSLD,Nursing and residential care facilities,Province of Québec,"",800,rue saint-paul,J2N 2K6,farnham,Quebec,"800, rue Saint-Paul",Farnham,2446112,24,-72.971999|45.28767
S1588,CHSLD DE SUTTON,CHSLD,Nursing and residential care facilities,Province of Québec,"",50,rue western,J0E 2K0,sutton,Quebec,"50, rue Western",Sutton,2446058,24,-72.618898|45.109915
S1589,CENTRE D'HÉBERGEMENT DE VALLÉE-DE-LA-LIÈVRE,CHSLD,Nursing and residential care facilities,Province of Québec,"",111,rue gérard-gauthier,J8L 3C9,gatineau,Quebec,"111, rue Gérard-Gauthier",Gatineau,2481017,24,-75.422804|45.580417
S1590,CENTRE D'HÉBERGEMENT ERNEST-BRISSON,CHSLD,Nursing and residential care facilities,Province of Québec,"",134,rue jean-rené-monette,J8P 7C3,gatineau,Quebec,"134, rue Jean-René-Monette",Gatineau,2481017,24,-75.647406|45.481586
S1592,CENTRE D'HÉBERGEMENT DE SAINT-GABRIEL-DE-BRANDON,CHSLD,Nursing and residential care facilities,Province of Québec,"",90,rue maskinongé,J0K 2N0,saint-gabriel-de-brandon,Quebec,"90, rue Maskinongé",Saint-Gabriel,2452080,24,-73.386983|46.295479
S1593,CENTRE D'HÉBERGEMENT DE NEW CARLISLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",108,boulevard gérard-d.-levesque,G0C 1Z0,new carlisle,Quebec,"108, boulevard Gérard-D.-Levesque",New Carlisle,2405040,24,-65.32119|48.010353
S1594,CENTRE D'HÉBERGEMENT SAINT-MAURICE,CHSLD,Nursing and residential care facilities,Province of Québec,"",555,avenue de la station,G9N 1V9,shawinigan,Quebec,"555, avenue de la Station",Shawinigan,2436033,24,-72.75256|46.540616
S1595,CHSLD HERRON,CHSLD,Nursing and residential care facilities,Province of Québec,"",2400,chemin herron,H9S 5W3,dorval,Quebec,"2400, chemin Herron",Dorval,2466087,24,-73.77924|45.448819
S1596,CENTRE D'HÉBERGEMENT BRASSARD,CHSLD,Nursing and residential care facilities,Province of Québec,"",390,rue brassard,J0K 3B0,saint-michel-des-saints,Quebec,"390, rue Brassard",Saint-Michel-des-Saints,2462085,24,-73.916075|46.67571
S1597,CENTRE D'HÉBERGEMENT DE SAINT-DONAT,CHSLD,Nursing and residential care facilities,Province of Québec,"",430,rue bellevue,J0T 2C0,saint-donat,Quebec,"430, rue Bellevue",Saint-Donat,2462060,24,-74.222045|46.321961
S1602,CENTRE D'HÉBERGEMENT SAINT-JOSEPH,CHSLD,Nursing and residential care facilities,Province of Québec,"",1893,rue alexis-simard,G7B 2K9,saguenay,Quebec,"1893, rue Alexis-Simard",Saguenay,2494068,24,-70.850923|48.309855
S1603,CENTRE D'HÉBERGEMENT DE BAGOTVILLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",562,rue victoria,G7B 3M6,saguenay,Quebec,"562, rue Victoria",Saguenay,2494068,24,-70.879194|48.340752
S1604,CENTRE D'HÉBERGEMENT DE GRACEFIELD,CHSLD,Nursing and residential care facilities,Province of Québec,"",1,rue du foyer,J0X 1W0,gracefield,Quebec,"1, rue du Foyer",Gracefield,2483032,24,-76.050254|46.092216
S1607,CENTRE D'HÉBERGEMENT DE CAP-CHAT,CHSLD,Nursing and residential care facilities,Province of Québec,"",41,rue nicolas,G0J 1E0,cap-chat,Quebec,"41, rue Nicolas",Cap-Chat,2404047,24,-66.682158|49.093099
S1608,CHSLD ÉLORIA-LEPAGE,CHSLD,Nursing and residential care facilities,Province of Québec,"",3090,avenue de la pépinière,H1N 3N4,montréal,Quebec,"3090, avenue de la Pépinière",Montréal,2466023,24,-73.541995|45.576914
S1609,FOYER DE GROUPE COLTON,CRJDA,Nursing and residential care facilities,Province of Québec,"",4559,avenue d'oxford,H4A 2Y9,montréal,Quebec,"4559, avenue d'Oxford",Montréal,2466023,24,-73.627594|45.477255
S1614,CENTRE D'HÉBERGEMENT DE MANIWAKI,CHSLD,Nursing and residential care facilities,Province of Québec,"",177,rue des oblats,J9E 1G5,maniwaki,Quebec,"177, rue des Oblats",Maniwaki,2483065,24,-75.979588|46.376684
S1615,CENTRE DE READAPTATION SAPUMMIVIK,CRJDA,Nursing and residential care facilities,Province of Québec,"","","",J0M 1S0,salluit,Quebec,Case postale 39,Salluit,2499135,24,-75.640503|62.200096
S1616,CENTRE D'HÉBERGEMENT DE MONT-TREMBLANT,CHSLD,Nursing and residential care facilities,Province of Québec,"",925,rue de saint-jovite,J8E 3J8,mont-tremblant,Quebec,"925, rue de Saint-Jovite",Mont-Tremblant,2478102,24,-74.593804|46.117904
S1617,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SEPT-ÎLES,CRJDA,Nursing and residential care facilities,Province of Québec,"",27,rue la vérendrye,G4R 5E3,sept-îles,Quebec,"27, rue La Vérendrye",Sept-Îles,2497007,24,-66.365728|50.220348
S1618,LE CHSLD DES PREMIERES NATIONS DU TIMISKAMING,CHSLD,Nursing and residential care facilities,Province of Québec,"",20,avenue algonquin,J0Z 3B0,notre-dame-du-nord,Quebec,"20, avenue Algonquin",Timiskaming,2485806,24,-79.470471|47.607068
S1619,CENTRE D'HEBERGEMENT VINCENZO-NAVARRO,CHSLD,Nursing and residential care facilities,Province of Québec,"",7705,rue lespinay,H1S 3E9,montréal,Quebec,"7705, rue Lespinay",Montréal,2466023,24,-73.585102|45.583728
S1621,CENTRE D'HÉBERGEMENT DE RIMOUSKI,CHSLD,Nursing and residential care facilities,Province of Québec,"",645,boulevard saint-germain,G5L 3S2,rimouski,Quebec,"645, boulevard Saint-Germain",Rimouski,2410043,24,-68.571889|48.434967
S1626,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LE COLIBRI,CRJDA,Nursing and residential care facilities,Province of Québec,"",153,rue saint-philippe,J6S 3H3,salaberry-de-valleyfield,Quebec,"153, rue Saint-Philippe",Salaberry-de-Valleyfield,2470052,24,-74.139788|45.266661
S1627,CENTRE D'HÉBERGEMENT DE LAJEMMERAIS,CHSLD,Nursing and residential care facilities,Province of Québec,"",60,rue d'youville,J3X 1R1,varennes,Quebec,"60, rue d'Youville",Varennes,2459020,24,-73.439299|45.683872
S1633,CENTRE D'HÉBERGEMENT JEANNE-CREVIER,CHSLD,Nursing and residential care facilities,Province of Québec,"",151,rue de muy,J4B 4W7,boucherville,Quebec,"151, rue de Muy",Boucherville,2458033,24,-73.452534|45.613506
S1635,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI L'ORCHIDEE BLANCHE,CHSLD,Nursing and residential care facilities,Province of Québec,"",2577,boulevard rené-laennec,H7K 3V4,laval,Quebec,"2577, boulevard René-Laennec",Laval,2465005,24,-73.722551|45.619475
S1636,HÔPITAL GRACE DART,CHSLD,Nursing and residential care facilities,Province of Québec,"",6085,rue sherbrooke est,H1N 1C2,montréal,Quebec,"6085, rue Sherbrooke Est",Montréal,2466023,24,-73.54661|45.578453
S1637,CENTRE D'HÉBERGEMENT DE DORVAL,CHSLD,Nursing and residential care facilities,Province of Québec,"",225,avenue de la présentation,H9S 3L7,dorval,Quebec,"225, avenue de la Présentation",Dorval,2466087,24,-73.735621|45.441806
S1641,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE THÉRÈSE-DE BLAINVILLE,CRD,Nursing and residential care facilities,Province of Québec,"",6,rue de l'église,J7E 3L1,sainte-thérèse,Quebec,"6, rue de l'Église",Sainte-Thérèse,2473010,24,-73.843135|45.640169
S1643,CENTRE D'HÉBERGEMENT NAZAIRE-PICHÉ,CHSLD,Nursing and residential care facilities,Province of Québec,"",150,15e avenue,H8S 3L9,montréal,Quebec,"150, 15e Avenue",Montréal,2466023,24,-73.676952|45.434123
S1644,CENTRE D'HEBERGEMENT CHAMPLAIN-DE-LA-VILLA-SOLEIL,CHSLD,Nursing and residential care facilities,Province of Québec,"",825,rue melançon,J7Z 4L1,saint-jérôme,Quebec,"825, rue Melançon",Saint-Jérôme,2475017,24,-73.993904|45.790636
S1646,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'ÉQUIPÉE,CRJDA,Nursing and residential care facilities,Province of Québec,"",90,rue louise,J4J 2S9,longueuil,Quebec,"90, rue Louise",Longueuil,2458227,24,-73.474733|45.527673
S1647,CENTRE D'HEBERGEMENT CHAMPLAIN-DE-GATINEAU,CHSLD,Nursing and residential care facilities,Province of Québec,"",510,boulevard la vérendrye est,J8P 8B4,gatineau,Quebec,"510, boulevard La Vérendrye Est",Gatineau,2481017,24,-75.637533|45.500605
S1648,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI DE L'OUTAOUAIS,CHSLD,Nursing and residential care facilities,Province of Québec,"",565,boulevard de l'hôpital,J8V 3T4,gatineau,Quebec,"565, boulevard de l'Hôpital",Gatineau,2481017,24,-75.69217|45.494653
S1649,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI YVES-BLAIS,CHSLD,Nursing and residential care facilities,Province of Québec,"",2893,avenue des ancêtres,J7K 1X6,mascouche,Quebec,"2893, avenue des Ancêtres",Mascouche,2464015,24,-73.605736|45.745085
S1650,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE POINTE-DU-LAC,CRD,Nursing and residential care facilities,Province of Québec,"",11931,rue notre-dame ouest,G9B 6W9,trois-rivières,Quebec,"11931, rue Notre-Dame Ouest",Trois-Rivières,2437067,24,-72.688718|46.287655
S1657,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI DE BROSSARD,CHSLD,Nursing and residential care facilities,Province of Québec,"",5955,boulevard grande-allée,J4Z 3G4,brossard,Quebec,"5955, boulevard Grande-Allée",Brossard,2458007,24,-73.436029|45.468921
S1659,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-SOPHIE,CRJDA,Nursing and residential care facilities,Province of Québec,"",225,chemin du lac bertrand,J5J 2M1,sainte-sophie,Quebec,"225, chemin du Lac Bertrand",Sainte-Sophie,2475028,24,-74.000759|45.857
S1660,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-MARIE,CRJDA,Nursing and residential care facilities,Province of Québec,"",434,avenue de l'école,G6E 3V1,sainte-marie,Quebec,"434, avenue de l'École",Sainte-Marie,2426030,24,-71.0321|46.453778
S1661,CENTRE D'HÉBERGEMENT SAINTE-DOROTHÉE,CHSLD,Nursing and residential care facilities,Province of Québec,"",350,boulevard samson,H7X 1J4,laval,Quebec,"350, boulevard Samson",Laval,2465005,24,-73.804737|45.523826
S1680,SERVICES EXTERNES DE VILLE-MARIE,CRD,Nursing and residential care facilities,Province of Québec,"",22,rue notre-dame nord,J9V 1W8,ville-marie,Quebec,"22, rue Notre-Dame Nord, 2e ét.",Ville-Marie,2485025,24,-79.444265|47.332937
S1682,CHSLD DE LAC-MÉGANTIC,CHSLD,Nursing and residential care facilities,Province of Québec,"",3675,rue du foyer,G6B 2K2,lac-mégantic,Quebec,"3675, rue du Foyer",Lac-Mégantic,2430030,24,-70.871103|45.573681
S1683,CENTRE D'HÉBERGEMENT DE L'HÔPITAL GÉNÉRAL DE QUÉBEC,CHSLD,Nursing and residential care facilities,Province of Québec,"",260,boulevard langelier,G1K 5N1,notre-dame-des-anges,Quebec,"260, boulevard Langelier",Notre-Dame-des-Anges,2423015,24,-71.232809|46.814676
S1684,CENTRE D'HÉBERGEMENT NOTRE-DAME-DE-LOURDES,CHSLD,Nursing and residential care facilities,Province of Québec,"",105,rue hermine,G1K 1Y5,québec,Quebec,"105, rue Hermine",Québec,2423027,24,-71.232281|46.809902
S1686,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-VITAL,CRJDA,Nursing and residential care facilities,Province of Québec,"",10155,boulevard saint-vital,H1H 4S7,montréal,Quebec,"10155, boulevard Saint-Vital",Montréal,2466023,24,-73.637075|45.581814
S1687,CHSLD DE LA CÔTE BOISÉE,CHSLD,Nursing and residential care facilities,Province of Québec,"",4300,rue d'angora,J6X 4P1,terrebonne,Quebec,"4300, rue d'Angora",Terrebonne,2464008,24,-73.661595|45.712758
S1689,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE DES FLORALIES-DE-LACHINE,CHSLD,Nursing and residential care facilities,Province of Québec,"",650,32e avenue,H8T 3K4,montréal,Quebec,"650, 32e Avenue",Montréal,2466023,24,-73.691839|45.440848
S169,Andrews of Charlottetown,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",73,malpeque rd,C1E 1S3,charlottetown,Prince Edward Island,73 Malpeque Rd,Charlottetown,1102075,11,-63.15173785|46.27112963
S1690,CENTRE D'HEBERGEMENT CHAMPLAIN - CHANOINE-AUDET,CHSLD,Nursing and residential care facilities,Province of Québec,"",2155,chemin du sault,G6W 2K7,lévis,Quebec,"2155, chemin du Sault",Lévis,2425213,24,-71.237719|46.755313
S1691,CENTRE D'HEBERGEMENT DE LA MAREE,CHSLD,Nursing and residential care facilities,Province of Québec,"",7015,boulevard gouin est,H1E 5N2,montréal,Quebec,"7015, boulevard Gouin Est",Montréal,2466023,24,-73.619043|45.630064
S1692,CHSLD JOSEPH-FRANÇOIS-PERREAULT,CHSLD,Nursing and residential care facilities,Province of Québec,"",7400,boulevard saint-michel,H2A 2Z8,montréal,Quebec,"7400, boulevard Saint-Michel",Montréal,2466023,24,-73.601776|45.559382
S1693,CENTRE D'HÉBERGEMENT MARGUERITE-D'YOUVILLE,CHSLD,Nursing and residential care facilities,Province of Québec,"",574,rue heriot,J2B 1B9,drummondville,Quebec,"574, rue Heriot",Drummondville,2449058,24,-72.477064|45.879479
S1694,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI REINE-ELIZABETH,CHSLD,Nursing and residential care facilities,Province of Québec,"",2055,avenue northcliffe,H4A 3K6,montréal,Quebec,"2055, avenue Northcliffe",Montréal,2466023,24,-73.606059|45.474083
S1695,CENTRE D'HÉBERGEMENT DRAPEAU-DESCHAMBAULT,CHSLD,Nursing and residential care facilities,Province of Québec,"",100,rue du chanoine-lionel-groulx,J7E 5E1,sainte-thérèse,Quebec,"100, rue du Chanoine-Lionel-Groulx",Sainte-Thérèse,2473010,24,-73.840661|45.640346
S1696,CENTRE D'HEBERGEMENT ET DE SOINS DE LONGUE DUREE VIGI LES CHUTES,CHSLD,Nursing and residential care facilities,Province of Québec,"",5000,avenue albert-tessier,G9N 8P9,shawinigan,Quebec,"5000, avenue Albert-Tessier",Shawinigan,2436033,24,-72.732792|46.572991
S1697,CHSLD SAINT-JOSEPH-DE-LA-PROVIDENCE,CHSLD,Nursing and residential care facilities,Province of Québec,"",11844,avenue du bois-de-boulogne,H3M 2X7,montréal,Quebec,"11844, avenue du Bois-de-Boulogne",Montréal,2466023,24,-73.690284|45.541009
S1698,CENTRE D'HÉBERGEMENT VITTIE-DESJARDINS,CHSLD,Nursing and residential care facilities,Province of Québec,"",66,rue dufferin,J2G 4W7,granby,Quebec,"66, rue Dufferin",Granby,2447017,24,-72.722545|45.400964
S170,Andrews of Park Hill,Private Nursing Home,Nursing and residential care facilities,Province of Prince Edward Island,"",216,schurman av,C1N 6W2,summerside,Prince Edward Island,216 Schurman Av,Summerside,1103025,11,-63.78651797|46.40117981
