entry.id,jurisdiction,date.announced,date.implemented,category,type,primary.source.(news.release.or.specific.resource),secondary.source,action,level,indigenous.population.group,who,what,effective.until
QC276,Quebec,18423,18423,closures/openings,non-essential services,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-615-2020-anglais.pdf?1591826406,Not applicable,Easing,Regional,FALSE,minister of health and social services,"permitted restaurants and food courts in shopping centres situated outside the regions of montréal, joliette and the territory of ville de l’épiphanie to reopen, provided they respect certain conditions",18988
QC277,Quebec,18423,18423,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-615-2020-anglais.pdf?1591826406,Not applicable,Easing,Regional,FALSE,minister of health and social services,"lifted measures concerning assemblies in a private residence or its equivalent or in a private outdoor location in all regions except the region of montréal, joliette and the territory of ville de l'épiphanie",18988
QC278,Quebec,18432,18433,closures/openings,non-essential services,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-047-anglais.pdf?1592667362,Not applicable,Easing,Regional,FALSE,minister of health and social services,"permitted restaurants and food courts in shopping centres in the regions of montréal, joliette and the territory of ville de l’épiphanie to reopen",18988
QC279,Quebec,18419,18419,closures/openings,recreation,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-047-anglais.pdf?1592667362,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"permitted work environments that offer the public outdoor recreational or sports activities to reopen with the exception of beaches, water parks and spas",18988
QC280,Quebec,18432,18431,health services,visitors,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2174/,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"presented a plan for residential and long-term care centres, which will allow residents to go out without supervision from the facility, to stay outside the facility for more than 24 hours, to receive visits and to meet people outside as well as participate in indoor and outdoor group activities, under certain conditions",18988
QC281,Quebec,18423,18424,health workforce,safety guidelines,https://oppq.qc.ca/membres/actualites-et-dossiers/protocole-sanitaire-presentiel/,https://www.cnesst.gouv.qc.ca/salle-de-presse/covid-19/Pages/outils-soins-therapeutiques.aspx,Not applicable,Provincial/territorial,FALSE,ordre professionnel de la physiothérapie du québec (oppq),"announced that registrants must now reference external health protocols (commission des normes, de l'équité, de la santé et de la sécurité du travail and institut national de santé publique du québec) during face-to-face interactions; earlier health and safety guidelines from oppq are no longer in effect",18988
QC282,Quebec,18423,18423,health workforce,safety guidelines,https://oppq.qc.ca/membres/actualites-et-dossiers/patient-masque-couvre-visage/,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre professionnel de la physiothérapie du québec,"issued statement that because patients must wear masks, registrants who have to provide a patient with a mask are permitted to incorporate personal protective equipment fees into their service fees, within reason",18988
QC283,Quebec,18429,18430,health workforce,safety guidelines,https://oppq.qc.ca/membres/actualites-et-dossiers/mises-a-jour-faq-covid19-reglement94m/,https://oppq.qc.ca/membres/faq/#covid19,Not applicable,Provincial/territorial,FALSE,ordre professionnel de la physiothérapie du québec,"updated guidance for in-person treatment of specific clientele, including health care workers (dependent on if they used personal protective equipment in all clinical interactions in the past 14 days), cross-border truckers (treat the same as any other patient) and those over the age of 70 (telerehabiliation is preferable)",18988
QC284,Quebec,18410,18410,health workforce,safety guidelines,https://www.ordredeschiropraticiens.ca/app/uploads/2020/05/Summary-sheet_pages-28-et-29_final.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des chiropraticiens du québec,published checklist of mandatory and recommended guidelines for chiropractic clinic setup and safety of staff and clients,18988
QC285,Quebec,18424,18424,health workforce,safety guidelines,http://www.odq.qc.ca/Portals/5/fichiers_publication/communiques/Trans_ord_ODQ_OOQ_OPQ_VF.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,"ordre des dentistes du québec, ordre des optométristes du québec, ordre des pharmaciens du québec","published guidance for dentists, optometrists and pharmacists to limit hand-to-hand circulation of paper prescriptions to control infection transmission",18988
QC286,Quebec,18345,18345,health services,telemedicine/virtual care,https://www.oiiq.org/en/la-covid-19-directives-pour-la-pratique-a-distance-a-l-intention-des-infirmieres-et-ips?inheritRedirect=true,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des infirmières et infirmiers du québec,published guidelines for nurses to deliver safe and appropriate care using telepractice,18988
QC288,Quebec,18421,18435,distancing,gatherings,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2150/,Not applicable,Easing,Regional,FALSE,minister of health and social services,"permitted indoor gatherings of 10 people or fewer from a maximum of 3 households in the metropolitan community of montréal, the regional county municipality of joliette and the city of l'épiphanie",18988
QC290,Quebec,18380,18386,public information,pandemic response plans,https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/covid-19/Plan_deconfinement/Deconfinement_planning_pandemic_covid-19.pdf?1590430413,https://www.journaldequebec.com/2020/04/28/covid-19-deconfinement-sous-haute-surveillance-au-quebec,Not applicable,Provincial/territorial,FALSE,office of the premier,released plan for deconfinement — the gradual reopening and resumption of services,18988
QC295,Quebec,18407,18414,public information,phase and alert level changes,https://cdn-contenu.quebec.ca/cdn-contenu/sante/documents/Problemes_de_sante/covid-19/Plan_deconfinement/Deconfinement_planning_pandemic_covid-19.pdf?1590430413,Not applicable,Easing,Provincial/territorial,FALSE,office of the premier,entered phase 5 of the deconfinement plan,18988
QC298,Quebec,18438,18438,closures/openings,non-essential services,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2187/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-689-2020-anglais.pdf?1593122209,Easing,Provincial/territorial,FALSE,minister of health and social services,"permitted opening of all activity sectors that cannot be carried out remotely (amusement parks, spas, bars, casinos, accommodation establishments, gaming houses, professional sports) under certain conditions; does not include festivals and major events, overnight holiday camps and combat sports",18988
QC299,Quebec,18438,18438,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-689-2020-anglais.pdf?1593122209,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"permitted gatherings of 50 people or fewer in indoor public places including places of worship, theatres and community halls with distancing measures in place",18988
QC300,Quebec,18439,18442,closures/openings,daycares,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-048-anglais.pdf?1593273233,Not applicable,Easing,Regional,FALSE,minister of health and social services,"increased the capacity limit in child care centres in the region of montréal, joliette and the territory of ville de l'épiphanie to 75% of the maximum number of children indicated in the child care centre permit",18988
QC301,Quebec,18439,18439,health services,visitors,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2189/,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"permitted caregivers, companions or visitors to hospital centres at any time of the patient's stay and for all sectors: hospital visiting hours must be respected; only 1 person for the same time slot is authorized, for a maximum of 4 people per 24-hour period; specific conditions apply to emergency rooms, oncology and obstetrics sectors",18988
QC304,Quebec,18443,18445,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret_708-2020_anglais.pdf?1593555083,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,lifted suspension on the organization of summer schools and local and ministerial examinations for secondary 4 and 5 students,18988
QC305,Quebec,18443,18456,public information,masks,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-port-du-couvre-visage-ou-du-masque-obligatoire-dans-les-transports-en-commun-des-le-13-juillet-837367104.html,Not applicable,Tightening,Provincial/territorial,FALSE,office of the premier,mandated wearing a face cover or mask in public transport for people 12 years of age and older; a transitional period of 2 weeks from the date of implementation given to put the measure in place,18988
QC307,Quebec,18447,18449,health workforce,change in practice,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-049-anglais.pdf?1593887891,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"amended employment conditions for non-unionized salaried personnel to apply a bonus for nurses, nursing assistants and beneficiary attendants",18988
QC310,Quebec,18452,18453,closures/openings,non-essential services,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2210/,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"restricted opening hours for holders of bar permits issued by the régie des alcools, des courses et des jeux, by changing the time at which bars must stop selling alcoholic beverages to midnight, instead of 3 a.m.; patrons must therefore have left the bar no later than 1 a.m.",18988
QC311,Quebec,18452,18453,distancing,gatherings,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2210/,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"announced measures on bars to restrict accommodation capacity to 50% of that listed on the alcohol permit, ban dance activities and require patrons to be seated to consume alcohol",18988
QC313,Quebec,18456,18461,public information,masks,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-port-du-couvre-visage-sera-obligatoire-dans-plusieurs-espaces-publics-fermes-des-le-18-juillet-813756617.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret_810-2020-anglais.pdf?1594901640,Tightening,Provincial/territorial,FALSE,office of the premier,"mandated masks or face covers in indoor public places for people 12 years of age and older; the public will be prohibited from entering and walking around the following places without wearing a face covering: retail businesses, service companies, private firms of professionals, places where municipal or government services are offered, personal care businesses, shopping centres, places of worship, cinemas, theatres, places used to host events such as conventions and conferences, all common areas of establishments, especially those of office buildings, schools (except elementary and secondary schools), colleges and universities and public transport",18988
QC319,Quebec,18465,18470,public information,masks,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-813-2020-anglais.pdf?1595454233,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"prohibited operators of a shared transportation service (bus, minibus, subway, boat, train or plane) to admit a person who is not wearing a face mask or face covering or to tolerate the presence of a person not wearing a mask",18988
QC324,Quebec,18475,18477,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-053-anglais.pdf?1596297129,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2249/,Easing,Provincial/territorial,FALSE,minister of health and social services,"permitted gatherings of up to 250 people in public outdoor places provided distancing measures are in place; gatherings can consist of events of a social, commercial, religious, cultural, sporting, leisure or entertainment nature, and festivals; the practice of professional sports with a public audience is also permitted, including in public outdoor places",18988
QC327,Quebec,18460,18460,health workforce,safety guidelines,http://www.ooaq.qc.ca/publications/covid-19,http://www.ooaq.qc.ca/publications/Extraits%20pour%20la%20prevention%20et%20le%20controle%20des%20infections%20juillet%202020.pdf,Not applicable,Provincial/territorial,FALSE,ordre des orthophonistes et audiologistes du québec,released infection and prevention control guidelines for audiologists and speech-language pathologists regarding the mandatory wearing of masks for clients receiving services,18988
QC328,Quebec,18463,18463,health workforce,safety guidelines,https://www.ordredeschiropraticiens.ca/app/uploads/2020/07/Guide-synth%C3%A8se-de-proc%C3%A9dures-et-recommandations-pour-la-reprise-de-lexercice-de-la-chiropratique-en-contexte-de-pand%C3%A9mie-COVID-19-v5-20200720.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des chiropraticiens du québec,released safety guidelines for chiropractors for full return to practice,18988
QC329,Quebec,18439,18442,health workforce,safety guidelines,http://www.odq.qc.ca/Portals/5/fichiers_publication/DossierSante/Coronavirus/COVID-19%20-%20PROC%C3%89DURES%20DENTAIRES%2026%20juin%20finale.pdf,http://www.odq.qc.ca/Portals/5/fichiers_publication/DossierSante/Coronavirus/ODQ-COVID%20Summary%202020-06-30.pdf,Not applicable,Provincial/territorial,FALSE,ordre des dentistes du québec,released interim directives for dental services for phase 4 of reopening,18988
QC330,Quebec,18458,18458,health workforce,safety guidelines,https://www.ooq.org/sites/default/files/2020-07/Recommandations%20OOQ%20COVID-19%20reprise%20activite%CC%81s_20200715_v4.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des optométristes du québec,released recommendations and safety guidelines for optometrists for a safe reopening of services,18988
QC331,Quebec,18439,18439,health workforce,change in practice,https://www.opq.org/doc/mediafree/file/coronavirus/liste_verif_chsld_rpa_ri_vf.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre des pharmaciens du québec,updated practice guidelines for pharmacy department heads to ensure the safe delivery of pharmaceutical services to elderly residents living in long-term care facilities/nursing homes,18988
QC332,Quebec,18463,18463,health workforce,safety guidelines,https://oppq.qc.ca/covid-19/ressources-cliniques/procedure-physiotherapie-presentiel/,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre professionnel de la physiothérapie du québec,"updated safety guidelines for physiotherapists, including mandatory wearing of face masks for patients and following inspq and cnesst safety guidelines",18988
QC333,Quebec,18414,18414,health workforce,safety guidelines,https://www.opiq.qc.ca/wp-content/uploads/2020/05/RepriseGraduelleActivitesCliniques_VFSec.pdf,Not applicable,Not applicable,Provincial/territorial,FALSE,ordre professionnel des inhalothérapeutes du québec,issued safety guidelines for a gradual reopening of non-essential clinical procedures for respiratory therapists,18988
QC334,Quebec,18344,18343,case management,case definition,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-quebec-sur-pause-pour-trois-semaines-845886379.html,Not applicable,Not applicable,Provincial/territorial,FALSE,office of the premier,announced a change in the way the direction de la santé publique compiles case count data: probable cases identified in hospital laboratories considered confirmed,18988
QC335,Quebec,18460,18460,case management,case definition,https://www.inspq.qc.ca/covid-19/donnees/methodologie,https://www.cbc.ca/news/canada/montreal/data-quebec-covid-19-reporting-1.5654097,Not applicable,Provincial/territorial,FALSE,institut national de santé publique,"announced application of a new algorithm to better estimate the number of people considered recovered from covid-19 for whom there is no ""recovered"" status in the data system and who are not currently hospitalized or deceased",18988
QC336,Quebec,18484,18484,closures/openings,education,https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Easing,Provincial/territorial,FALSE,office of the minister of education and higher education,"announced operational plan for fall reopenings for schools including updates on case management for these institutions: classes will no longer need to be divided into subgroups of a maximum of 6 students; students must maintain a physical distance of 2 metres with members of the school staff and other groups of students but do not need to maintain physical distancing between students within the same classroom; all students must return to in-person learning (exceptions for students with medical conditions or living with someone with a medical condition, who will have distance learning made available to them); masks are mandatory for all students from grade 5 up as well as for all members of the school staff when travelling within the school or on school public transport; masks are not mandatory inside the classroom or cafeterias",18988
QC340,Quebec,18484,18499,case management,education,https://www.newswire.ca/fr/news-releases/le-gouvernement-du-quebec-actualise-le-plan-de-la-rentree-scolaire-845848853.html,https://www.inspq.qc.ca/publications/3056-milieux-scolaires-enseignement-covid19,Not applicable,Provincial/territorial,FALSE,office of the minister of education and higher education,announced the release of a guide for covid-19 case management and spread of covid-19 in schools by the institut national de santé publique du québec outlining steps to follow in cases where a student presents symptoms or obtains a positive covid-19 test,18988
QC342,Quebec,18492,18535,health services,other,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2271/,Not applicable,Not applicable,Provincial/territorial,FALSE,office of the premier,"released action plan for the second wave of covid-19 in order to prepare the health and social services network for upcoming outbreaks: includes the recruitment of workers in long-term care centres, ensuring supply of personal protective equipment by entering into agreements with manufacturers and supporting optimal service offerings in surgery, endoscopy and medical imaging",18988
QC344,Quebec,18493,18493,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,lifted the suspension of education and instructional services provided by educational institutions,18988
QC345,Quebec,18493,18498,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"announced the possibility for schools to reduce class hours by 50% for students in grade 10 and 11, provided that distance learning is provided to compensate for reduced hours",18988
QC346,Quebec,18493,18498,public information,masks,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,announced mandatory masks in indoor public places and transport services now for those age 10 years and older instead of 12 years and older,18988
QC347,Quebec,18493,18498,closures/openings,daycares,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-885-2020-anglais.pdf?1597868919,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,lifted the limit on the number of students allowed in daycares located in schools,18988
QC348,Quebec,18499,18499,case management,contact tracing,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-n-ira-pas-de-l-avant-avec-une-application-mobile-dans-l-immediat-mais-demeure-pret-en-cas-de-deuxieme-vague-812793448.html,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,announced that the government of quebec will not immediately deploy a contact tracing application for covid-19 after carrying out public consultations,18988
QC350,Quebec,18500,18500,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-059-anglais.pdf?1598535608,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"announced that in a place of worship, a distance of 1.5 metres must be maintained between those assembled when they are seated and a distance of 2 metres must be maintained between the minister of religion and the congregation; masks may be removed provided these conditions are met",18988
QC351,Quebec,18500,18500,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-913-2020-anglais.pdf?1598531589,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,"announced that students may remove masks in university facilities, colleges and professional schools when a distance of 1.5 metres is maintained",18988
QC352,Quebec,18502,18502,case management,self-isolation,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2286/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"announced a revision in the self-isolation period for confirmed cases that are considered mild or moderate from 14 days to 10 days after the onset of the first symptoms or, if the person is asymptomatic, 10 days after the date of the positive test for covid-19",18988
QC353,Quebec,18502,18502,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-060_anglais.pdf?1598727800,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"announced that the gathering limit of more than 250 people in a public outdoor space does not apply to school centres, school boards or private teaching institutions when they offer services to students in elementary and secondary education",18988
QC354,Quebec,18506,18507,closures/openings,recreation,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Easing,Provincial/territorial,FALSE,minister of health and social services,"announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created",18988
QC356,Quebec,18509,18509,case management,education,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2299/,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,announced the publication of a list of schools in quebec that have reported at least one case of covid-19; this list will be updated daily,18988
QC357,Quebec,18509,18509,health workforce,change in practice,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-062-anglais.pdf?1599313662,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,announced that nursing externs may provide care to a patient in need of rapid intervention without the supervision of the nurse responsible for them,18988
QC358,Quebec,18513,18513,public information,pandemic response plans,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2304/,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"unveiled an alert system and regional interventions developed by public health, which will specify, for each region of quebec, the additional measures to be deployed based on the levels of alert",18988
QC361,Quebec,18514,18514,closures/openings,education,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-943-2020-anglais.pdf?1599690765,Not applicable,Easing,Provincial/territorial,FALSE,minister of health and social services,announced that distance learning must be provided within 2 days for students from an educational institution where an isolation order from a public health authority was issued because of a covid-19 case involving an employee or student,18988
QC362,Quebec,18516,18517,public information,masks,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-947-2020-anglais.pdf?1599857745,https://www.newswire.ca/fr/news-releases/pandemie-de-covid-19-le-premier-ministre-francois-legault-annonce-un-resserrement-des-mesures-envers-les-recalcitrants-830837596.html,Tightening,Provincial/territorial,FALSE,minister of health and social services,"announced that individuals refusing to wear masks in indoor public places may be liable to a fine of $400 to $6,000",18988
QC363,Quebec,18516,18516,closures/openings,recreation,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Tightening,Provincial/territorial,FALSE,minister of health and social services,announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present,18988
QC364,Quebec,18516,18516,case management,contact tracing,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Tightening,Provincial/territorial,FALSE,minister of health and social services,announced that bars must keep a register of customers to facilitate contact tracing,18988
QC365,Quebec,18520,18520,public information,phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-quatre-autres-regions-passent-en-zone-jaune-francois-legault-appelle-les-quebecois-a-respecter-les-mesures-sanitaires-805584608.html,Not applicable,Easing,Regional,FALSE,office of the premier,"announced that 4 regions (bas-saint-laurent, chaudière-appalaches, montréal and montérégie) entered the yellow early alert zone joining capitale-nationale, laval, estrie and outaouais",18988
QC366,Quebec,18520,18520,distancing,gatherings,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-quatre-autres-regions-passent-en-zone-jaune-francois-legault-appelle-les-quebecois-a-respecter-les-mesures-sanitaires-805584608.html,Not applicable,Tightening,Regional,FALSE,office of the premier,"announced that indoor gatherings must be limited to 10 people or fewer in the regions that are in the yellow early alert zones (bas-saint-laurent, chaudière-appalaches, montréal and montérégie, capitale-nationale, laval, estrie and outaouais)",18988
QC368,Quebec,18522,18522,health services,visitors,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,announced that nursing homes must maintain a registry of visitors to facilitate contact tracing,18988
QC369,Quebec,18522,18522,health services,visitors,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,announced that visitors in private residences for seniors must wear masks in common areas such as an elevator,18988
QC370,Quebec,18522,18522,closures/openings,non-essential services,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Tightening,Provincial/territorial,FALSE,minister of health and social services,"announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed",18988
QC371,Quebec,18523,18523,closures/openings,education,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Easing,Provincial/territorial,FALSE,office of the minister of education,"announced that all school service centres now have a covid-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education",18988
QC372,Quebec,18524,18524,health workforce,supply management,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-067-anglais.pdf?1600614497,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,announced an additional $100 per work week in the lump sum to be paid to certain employees of the health network,18988
QC373,Quebec,18525,18525,public information,phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-mise-a-jour-des-paliers-d-alertes-regionales-et-annonce-de-mesures-additionnelles-831206852.html,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced that regions of montréal and chaudière-appalaches, as well as a portion of the capital-nationale region entered the orange level alert with increased restrictions",18988
QC374,Quebec,18525,18525,distancing,gatherings,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-068-anglais.pdf?1600689911,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced that regions in the orange zones must now limit their private gatherings to a maximum of 6 people or 2 families (households); this number also applies to gatherings at 1 table at bars, restaurants, casinos and gambling dens; a maximum of 25 people may gather in a place of worship and in rooms where events are held and where sale or service of alcohol is given; this may affect activities in rented rooms, festive events, weddings and school celebrations",18988
QC376,Quebec,18525,18525,health services,visitors,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-068-anglais.pdf?1600689911,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2324/,Tightening,Regional,FALSE,minister of health and social services,"announced that regions in the orange zones must now limit visits in residential and long-term care centres, and only visits necessary for humanitarian purposes and those of caregivers providing significant help to a resident are allowed",18988
QC377,Quebec,18527,18527,health workforce,change in practice,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2326/,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"launched an appeal to health professionals and retirees such as audiologists, dentists, dietitians-nutritionists, dental hygienists, speech therapists, physiotherapists, nursing assistants, medical technologists and midwives to apply to help with screening efforts for covid-19",18988
QC378,Quebec,18527,18528,health workforce,change in practice,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-069-anglais.pdf?1600864780,"http://legisquebec.gouv.qc.ca/fr/showdoc/cr/c-26,%20r.%20237?langCont=en",Not applicable,Provincial/territorial,FALSE,minister of health and social services,announced that medical technology externs may now be allowed to take specimens by introducing an instrument to a peripheral vein according to the regulation respecting the professional activities that may be engaged in by medical technology externs,18988
QC380,Quebec,18533,18533,case management,test criteria,https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2342/,Not applicable,Not applicable,Provincial/territorial,FALSE,minister of health and social services,"announced that in order to prioritize screening for people at higher risk, screening could be refused to those not in the following priority groups: people who have covid-19 symptoms and people who have had close contact with someone with covid-19",18988
QC381,Quebec,18533,18533,public information,phase and alert level changes,https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-certaines-regions-passent-au-palier-d-alerte-maximale-844207272.html,Not applicable,Tightening,Regional,FALSE,minister of health and social services,"announced that regions of montréal, mrc de la rivière-du-nord and chaudière-appalaches, as well as a portion of the capital-nationale region entered the red maximum alert level with increased restrictions",18988
