"CSDUID2016","HRUID2018","HR","Province"
4803002,4831,"South","Alberta"
4819008,4835,"North","Alberta"
4810042,4833,"Central","Alberta"
4810056,4833,"Central","Alberta"
4811008,4833,"Central","Alberta"
4810009,4833,"Central","Alberta"
4805006,4832,"Calgary","Alberta"
4817827,4835,"North","Alberta"
4813811,4835,"North","Alberta"
4806022,4832,"Calgary","Alberta"
4813046,4835,"North","Alberta"
4808034,4833,"Central","Alberta"
4810064,4833,"Central","Alberta"
4819044,4835,"North","Alberta"
4802018,4831,"South","Alberta"
4817823,4835,"North","Alberta"
4803022,4832,"Calgary","Alberta"
4817822,4835,"North","Alberta"
4810066,4833,"Central","Alberta"
4815037,4835,"North","Alberta"
4808044,4833,"Central","Alberta"
4817860,4835,"North","Alberta"
4817021,4835,"North","Alberta"
4802016,4831,"South","Alberta"
4807008,4833,"Central","Alberta"
4802002,4831,"South","Alberta"
4806024,4832,"Calgary","Alberta"
4806026,4832,"Calgary","Alberta"
4802009,4831,"South","Alberta"
4805002,4832,"Calgary","Alberta"
4803006,4831,"South","Alberta"
4806031,4832,"Calgary","Alberta"
4805019,4832,"Calgary","Alberta"
4805042,4833,"Central","Alberta"
4804014,4831,"South","Alberta"
4805022,4832,"Calgary","Alberta"
4805046,4833,"Central","Alberta"
4805011,4832,"Calgary","Alberta"
4803016,4831,"South","Alberta"
4805044,4833,"Central","Alberta"
4815013,4832,"Calgary","Alberta"
4804006,4831,"South","Alberta"
4803024,4832,"Calgary","Alberta"
4806804,4832,"Calgary","Alberta"
4805008,4832,"Calgary","Alberta"
4802029,4831,"South","Alberta"
4802014,4831,"South","Alberta"
4805009,4832,"Calgary","Alberta"
4801009,4831,"South","Alberta"
4813045,4835,"North","Alberta"
4817093,4835,"North","Alberta"
4813006,4835,"North","Alberta"
4811020,4834,"Edmonton","Alberta"
4811046,4834,"Edmonton","Alberta"
4814028,4835,"North","Alberta"
4819011,4835,"North","Alberta"
4813033,4835,"North","Alberta"
4810012,4833,"Central","Alberta"
4817024,4835,"North","Alberta"
4808026,4833,"Central","Alberta"
4819014,4835,"North","Alberta"
4807039,4833,"Central","Alberta"
4804011,4833,"Central","Alberta"
4810006,4833,"Central","Alberta"
4810014,4833,"Central","Alberta"
4807051,4833,"Central","Alberta"
4809010,4833,"Central","Alberta"
4807029,4833,"Central","Alberta"
4807032,4833,"Central","Alberta"
4810038,4833,"Central","Alberta"
4807004,4833,"Central","Alberta"
4807016,4833,"Central","Alberta"
4811011,4833,"Central","Alberta"
4807021,4833,"Central","Alberta"
4808813,4833,"Central","Alberta"
4811802,4833,"Central","Alberta"
4804021,4833,"Central","Alberta"
4806803,4832,"Calgary","Alberta"
4802036,4831,"South","Alberta"
4806008,4832,"Calgary","Alberta"
4817853,4835,"North","Alberta"
4811023,4834,"Edmonton","Alberta"
4813032,4835,"North","Alberta"
4811003,4833,"Central","Alberta"
4817829,4835,"North","Alberta"
4817831,4835,"North","Alberta"
4813051,4835,"North","Alberta"
4810068,4833,"Central","Alberta"
4811026,4833,"Central","Alberta"
4811032,4835,"North","Alberta"
4812012,4835,"North","Alberta"
4811006,4833,"Central","Alberta"
4813015,4835,"North","Alberta"
4807056,4833,"Central","Alberta"
4813017,4835,"North","Alberta"
4813003,4835,"North","Alberta"
4813013,4835,"North","Alberta"
4810003,4833,"Central","Alberta"
4805038,4833,"Central","Alberta"
4811803,4833,"Central","Alberta"
4808025,4833,"Central","Alberta"
4808812,4833,"Central","Alberta"
4811042,4834,"Edmonton","Alberta"
4805036,4833,"Central","Alberta"
4811009,4833,"Central","Alberta"
4817824,4835,"North","Alberta"
4817836,4835,"North","Alberta"
4813007,4835,"North","Alberta"
4810805,4833,"Central","Alberta"
4812024,4835,"North","Alberta"
4812029,4835,"North","Alberta"
4812810,4835,"North","Alberta"
4808042,4833,"Central","Alberta"
4810059,4833,"Central","Alberta"
4810051,4833,"Central","Alberta"
4817819,4835,"North","Alberta"
4812038,4835,"North","Alberta"
4813047,4835,"North","Alberta"
4808002,4833,"Central","Alberta"
4816852,4835,"North","Alberta"
4816860,4835,"North","Alberta"
4819058,4835,"North","Alberta"
4812815,4835,"North","Alberta"
4815027,4832,"Calgary","Alberta"
4810019,4833,"Central","Alberta"
4812026,4835,"North","Alberta"
4809806,4833,"Central","Alberta"
4817849,4835,"North","Alberta"
4817818,4835,"North","Alberta"
4818816,4835,"North","Alberta"
4816849,4835,"North","Alberta"
4819056,4835,"North","Alberta"
4817830,4835,"North","Alberta"
4812020,4835,"North","Alberta"
4812011,4835,"North","Alberta"
4813061,4835,"North","Alberta"
4810046,4833,"Central","Alberta"
4817832,4835,"North","Alberta"
4817841,4835,"North","Alberta"
4815030,4832,"Calgary","Alberta"
4817828,4835,"North","Alberta"
4811807,4834,"Edmonton","Alberta"
4811004,4833,"Central","Alberta"
4813005,4835,"North","Alberta"
4808013,4833,"Central","Alberta"
4808027,4833,"Central","Alberta"
4808023,4833,"Central","Alberta"
4804016,4831,"South","Alberta"
4813055,4835,"North","Alberta"
4811041,4834,"Edmonton","Alberta"
4817840,4835,"North","Alberta"
4817855,4835,"North","Alberta"
4809005,4833,"Central","Alberta"
4811022,4834,"Edmonton","Alberta"
4812808,4835,"North","Alberta"
4811039,4834,"Edmonton","Alberta"
4813008,4835,"North","Alberta"
4808005,4833,"Central","Alberta"
4803803,4831,"South","Alberta"
4819826,4835,"North","Alberta"
4817837,4835,"North","Alberta"
4816821,4835,"North","Alberta"
4817856,4835,"North","Alberta"
4814003,4833,"Central","Alberta"
4816822,4835,"North","Alberta"
4816861,4835,"North","Alberta"
4817835,4835,"North","Alberta"
4817842,4835,"North","Alberta"
4809810,4833,"Central","Alberta"
4816817,4835,"North","Alberta"
4816850,4835,"North","Alberta"
4812840,4835,"North","Alberta"
4817843,4835,"North","Alberta"
4816831,4835,"North","Alberta"
4813009,4835,"North","Alberta"
4817833,4835,"North","Alberta"
4817848,4835,"North","Alberta"
4811007,4833,"Central","Alberta"
4817854,4835,"North","Alberta"
4817821,4835,"North","Alberta"
4817825,4835,"North","Alberta"
4812813,4835,"North","Alberta"
5917056,5941,"South Vancouver Island","British Columbia"
5901035,5911,"East Kootenay","British Columbia"
5923033,5942,"Central Vancouver Island","British Columbia"
5929005,5933,"North Shore/Coast Garibaldi","British Columbia"
5915034,5922,"Fraser North","British Columbia"
5915055,5933,"North Shore/Coast Garibaldi","British Columbia"
5924042,5943,"North Vancouver Island","British Columbia"
5929011,5933,"North Shore/Coast Garibaldi","British Columbia"
5915002,5923,"Fraser South","British Columbia"
5951038,5951,"Northwest","British Columbia"
5933072,5914,"Thompson Cariboo Shuswap","British Columbia"
5917005,5941,"South Vancouver Island","British Columbia"
5935020,5913,"Okanagan","British Columbia"
5905054,5912,"Kootenay-Boundary","British Columbia"
5915043,5922,"Fraser North","British Columbia"
5933039,5914,"Thompson Cariboo Shuswap","British Columbia"
5915025,5922,"Fraser North","British Columbia"
5923047,5942,"Central Vancouver Island","British Columbia"
5953023,5952,"Northern Interior","British Columbia"
5915004,5923,"Fraser South","British Columbia"
5915029,5922,"Fraser North","British Columbia"
5915015,5931,"Richmond","British Columbia"
5926021,5943,"North Vancouver Island","British Columbia"
5915806,5933,"North Shore/Coast Garibaldi","British Columbia"
5941041,5914,"Thompson Cariboo Shuswap","British Columbia"
5915039,5922,"Fraser North","British Columbia"
5941039,5914,"Thompson Cariboo Shuswap","British Columbia"
5949803,5951,"Northwest","British Columbia"
5941039,5933,"North Shore/Coast Garibaldi","British Columbia"
5909020,5921,"Fraser East","British Columbia"
5943031,5943,"North Vancouver Island","British Columbia"
5915011,5923,"Fraser South","British Columbia"
5933042,5914,"Thompson Cariboo Shuswap","British Columbia"
5909052,5921,"Fraser East","British Columbia"
5926010,5943,"North Vancouver Island","British Columbia"
5907005,5913,"Okanagan","British Columbia"
5935016,5913,"Okanagan","British Columbia"
5939037,5914,"Thompson Cariboo Shuswap","British Columbia"
5931017,5933,"North Shore/Coast Garibaldi","British Columbia"
5919013,5942,"Central Vancouver Island","British Columbia"
5907041,5913,"Okanagan","British Columbia"
5933037,5914,"Thompson Cariboo Shuswap","British Columbia"
5919815,5942,"Central Vancouver Island","British Columbia"
5901022,5911,"East Kootenay","British Columbia"
5909060,5921,"Fraser East","British Columbia"
5909845,5921,"Fraser East","British Columbia"
5909839,5921,"Fraser East","British Columbia"
5915046,5933,"North Shore/Coast Garibaldi","British Columbia"
5919021,5942,"Central Vancouver Island","British Columbia"
5901006,5911,"East Kootenay","British Columbia"
5935010,5913,"Okanagan","British Columbia"
5941014,5914,"Thompson Cariboo Shuswap","British Columbia"
5955040,5953,"Northeast","British Columbia"
5941812,5914,"Thompson Cariboo Shuswap","British Columbia"
5941010,5914,"Thompson Cariboo Shuswap","British Columbia"
5917044,5941,"South Vancouver Island","British Columbia"
5953048,5952,"Northern Interior","British Columbia"
5951019,5952,"Northern Interior","British Columbia"
5931034,5914,"Thompson Cariboo Shuswap","British Columbia"
5943012,5943,"North Vancouver Island","British Columbia"
5939023,5912,"Kootenay-Boundary","British Columbia"
5915001,5923,"Fraser South","British Columbia"
5901017,5911,"East Kootenay","British Columbia"
5903023,5912,"Kootenay-Boundary","British Columbia"
5901039,5911,"East Kootenay","British Columbia"
5955010,5953,"Northeast","British Columbia"
5941880,5933,"North Shore/Coast Garibaldi","British Columbia"
5909048,5921,"Fraser East","British Columbia"
5933880,5914,"Thompson Cariboo Shuswap","British Columbia"
5941802,5914,"Thompson Cariboo Shuswap","British Columbia"
5957022,5951,"Northwest","British Columbia"
5921018,5942,"Central Vancouver Island","British Columbia"
5921036,5942,"Central Vancouver Island","British Columbia"
5917029,5941,"South Vancouver Island","British Columbia"
5931842,5914,"Thompson Cariboo Shuswap","British Columbia"
5917034,5941,"South Vancouver Island","British Columbia"
5939032,5914,"Thompson Cariboo Shuswap","British Columbia"
5933855,5914,"Thompson Cariboo Shuswap","British Columbia"
5933849,5914,"Thompson Cariboo Shuswap","British Columbia"
5933853,5914,"Thompson Cariboo Shuswap","British Columbia"
5933060,5914,"Thompson Cariboo Shuswap","British Columbia"
5929028,5933,"North Shore/Coast Garibaldi","British Columbia"
5901046,5911,"East Kootenay","British Columbia"
5935802,5913,"Okanagan","British Columbia"
5903013,5911,"East Kootenay","British Columbia"
5931843,5933,"North Shore/Coast Garibaldi","British Columbia"
5917021,5941,"South Vancouver Island","British Columbia"
5917811,5941,"South Vancouver Island","British Columbia"
5917041,5941,"South Vancouver Island","British Columbia"
5929018,5933,"North Shore/Coast Garibaldi","British Columbia"
5949005,5951,"Northwest","British Columbia"
5933074,5914,"Thompson Cariboo Shuswap","British Columbia"
5915007,5923,"Fraser South","British Columbia"
5933044,5914,"Thompson Cariboo Shuswap","British Columbia"
5939011,5911,"East Kootenay","British Columbia"
5924034,5943,"North Vancouver Island","British Columbia"
5905030,5912,"Kootenay-Boundary","British Columbia"
5903045,5912,"Kootenay-Boundary","British Columbia"
5949038,5951,"Northwest","British Columbia"
5926024,5943,"North Vancouver Island","British Columbia"
5939007,5911,"East Kootenay","British Columbia"
5923008,5942,"Central Vancouver Island","British Columbia"
5935029,5913,"Okanagan","British Columbia"
5907051,5913,"Okanagan","British Columbia"
5915022,5932,"Vancouver","British Columbia"
5919051,5942,"Central Vancouver Island","British Columbia"
5919043,5942,"Central Vancouver Island","British Columbia"
5919035,5942,"Central Vancouver Island","British Columbia"
5917010,5941,"South Vancouver Island","British Columbia"
5901043,5911,"East Kootenay","British Columbia"
5901803,5911,"East Kootenay","British Columbia"
5941015,5914,"Thompson Cariboo Shuswap","British Columbia"
5941012,5914,"Thompson Cariboo Shuswap","British Columbia"
5915075,5922,"Fraser North","British Columbia"
5909009,5921,"Fraser East","British Columbia"
5959007,5953,"Northeast","British Columbia"
5949011,5951,"Northwest","British Columbia"
5919822,5942,"Central Vancouver Island","British Columbia"
5923037,5942,"Central Vancouver Island","British Columbia"
5919008,5942,"Central Vancouver Island","British Columbia"
5907024,5913,"Okanagan","British Columbia"
5941839,5914,"Thompson Cariboo Shuswap","British Columbia"
5903060,5912,"Kootenay-Boundary","British Columbia"
5935801,5913,"Okanagan","British Columbia"
5903807,5911,"East Kootenay","British Columbia"
5907055,5913,"Okanagan","British Columbia"
5909056,5921,"Fraser East","British Columbia"
5919033,5942,"Central Vancouver Island","British Columbia"
5905023,5912,"Kootenay-Boundary","British Columbia"
5903050,5912,"Kootenay-Boundary","British Columbia"
5921007,5942,"Central Vancouver Island","British Columbia"
5949035,5951,"Northwest","British Columbia"
5924048,5943,"North Vancouver Island","British Columbia"
5955034,5953,"Northeast","British Columbia"
5933859,5914,"Thompson Cariboo Shuswap","British Columbia"
5933012,5914,"Thompson Cariboo Shuswap","British Columbia"
5955025,5953,"Northeast","British Columbia"
5955040,5952,"Northern Interior","British Columbia"
5921014,5942,"Central Vancouver Island","British Columbia"
5926014,5943,"North Vancouver Island","British Columbia"
5933028,5914,"Thompson Cariboo Shuswap","British Columbia"
5909032,5921,"Fraser East","British Columbia"
5917047,5941,"South Vancouver Island","British Columbia"
5951015,5952,"Northern Interior","British Columbia"
5953019,5952,"Northern Interior","British Columbia"
5901806,5911,"East Kootenay","British Columbia"
5949020,5951,"Northwest","British Columbia"
5949018,5951,"Northwest","British Columbia"
5949028,5951,"Northwest","British Columbia"
5955023,5953,"Northeast","British Columbia"
5909879,5921,"Fraser East","British Columbia"
5909062,5921,"Fraser East","British Columbia"
5903039,5912,"Kootenay-Boundary","British Columbia"
5903058,5912,"Kootenay-Boundary","British Columbia"
5919015,5942,"Central Vancouver Island","British Columbia"
5919046,5942,"Central Vancouver Island","British Columbia"
5923019,5942,"Central Vancouver Island","British Columbia"
5951051,5951,"Northwest","British Columbia"
5941009,5914,"Thompson Cariboo Shuswap","British Columbia"
5919801,5942,"Central Vancouver Island","British Columbia"
5903004,5911,"East Kootenay","British Columbia"
5905014,5912,"Kootenay-Boundary","British Columbia"
5909034,5921,"Fraser East","British Columbia"
5915070,5922,"Fraser North","British Columbia"
5937041,5913,"Okanagan","British Columbia"
5903047,5912,"Kootenay-Boundary","British Columbia"
5917815,5941,"South Vancouver Island","British Columbia"
5923025,5942,"Central Vancouver Island","British Columbia"
5901019,5911,"East Kootenay","British Columbia"
5935803,5913,"Okanagan","British Columbia"
5933008,5914,"Thompson Cariboo Shuswap","British Columbia"
5903010,5912,"Kootenay-Boundary","British Columbia"
5909035,5921,"Fraser East","British Columbia"
5933812,5914,"Thompson Cariboo Shuswap","British Columbia"
5915802,5923,"Fraser South","British Columbia"
5941016,5914,"Thompson Cariboo Shuswap","British Columbia"
5915803,5932,"Vancouver","British Columbia"
5915020,5932,"Vancouver","British Columbia"
5909885,5921,"Fraser East","British Columbia"
5909016,5921,"Fraser East","British Columbia"
5933898,5914,"Thompson Cariboo Shuswap","British Columbia"
5953042,5952,"Northern Interior","British Columbia"
5933006,5914,"Thompson Cariboo Shuswap","British Columbia"
5931032,5914,"Thompson Cariboo Shuswap","British Columbia"
5909027,5921,"Fraser East","British Columbia"
5929026,5933,"North Shore/Coast Garibaldi","British Columbia"
5901037,5911,"East Kootenay","British Columbia"
5931826,5914,"Thompson Cariboo Shuswap","British Columbia"
5903011,5912,"Kootenay-Boundary","British Columbia"
5905005,5912,"Kootenay-Boundary","British Columbia"
5905037,5912,"Kootenay-Boundary","British Columbia"
5921010,5942,"Central Vancouver Island","British Columbia"
5931824,5914,"Thompson Cariboo Shuswap","British Columbia"
5937014,5913,"Okanagan","British Columbia"
5915038,5922,"Fraser North","British Columbia"
5923807,5942,"Central Vancouver Island","British Columbia"
5923824,5942,"Central Vancouver Island","British Columbia"
5951034,5951,"Northwest","British Columbia"
5907035,5913,"Okanagan","British Columbia"
5937010,5913,"Okanagan","British Columbia"
5957814,5953,"Northeast","British Columbia"
5919016,5942,"Central Vancouver Island","British Columbia"
5919012,5942,"Central Vancouver Island","British Columbia"
5919049,5942,"Central Vancouver Island","British Columbia"
5921016,5942,"Central Vancouver Island","British Columbia"
5941828,5914,"Thompson Cariboo Shuswap","British Columbia"
5941027,5952,"Northern Interior","British Columbia"
5939019,5914,"Thompson Cariboo Shuswap","British Columbia"
5909830,5921,"Fraser East","British Columbia"
5921023,5942,"Central Vancouver Island","British Columbia"
5921008,5942,"Central Vancouver Island","British Columbia"
5921032,5942,"Central Vancouver Island","British Columbia"
5903019,5912,"Kootenay-Boundary","British Columbia"
5941041,5952,"Northern Interior","British Columbia"
5905009,5912,"Kootenay-Boundary","British Columbia"
5933068,5914,"Thompson Cariboo Shuswap","British Columbia"
5901028,5911,"East Kootenay","British Columbia"
5901012,5911,"East Kootenay","British Columbia"
5909844,5921,"Fraser East","British Columbia"
5933015,5914,"Thompson Cariboo Shuswap","British Columbia"
5924806,5943,"North Vancouver Island","British Columbia"
5935018,5913,"Okanagan","British Columbia"
5941840,5933,"North Shore/Coast Garibaldi","British Columbia"
5941871,5933,"North Shore/Coast Garibaldi","British Columbia"
5903027,5912,"Kootenay-Boundary","British Columbia"
5903032,5912,"Kootenay-Boundary","British Columbia"
5935012,5913,"Okanagan","British Columbia"
5909819,5914,"Thompson Cariboo Shuswap","British Columbia"
5909817,5921,"Fraser East","British Columbia"
5924804,5943,"North Vancouver Island","British Columbia"
5921805,5942,"Central Vancouver Island","British Columbia"
5903015,5912,"Kootenay-Boundary","British Columbia"
5931020,5933,"North Shore/Coast Garibaldi","British Columbia"
5945803,5933,"North Shore/Coast Garibaldi","British Columbia"
5943835,5943,"North Vancouver Island","British Columbia"
5953050,5952,"Northern Interior","British Columbia"
5955804,5953,"Northeast","British Columbia"
5933070,5914,"Thompson Cariboo Shuswap","British Columbia"
5943023,5943,"North Vancouver Island","British Columbia"
5907049,5913,"Okanagan","British Columbia"
5931012,5933,"North Shore/Coast Garibaldi","British Columbia"
5957803,5951,"Northwest","British Columbia"
5939023,5914,"Thompson Cariboo Shuswap","British Columbia"
5955807,5952,"Northern Interior","British Columbia"
5933807,5914,"Thompson Cariboo Shuswap","British Columbia"
5947026,5951,"Northwest","British Columbia"
5924030,5943,"North Vancouver Island","British Columbia"
5951803,5952,"Northern Interior","British Columbia"
5921034,5942,"Central Vancouver Island","British Columbia"
5949810,5951,"Northwest","British Columbia"
5941810,5914,"Thompson Cariboo Shuswap","British Columbia"
5949024,5951,"Northwest","British Columbia"
5949022,5951,"Northwest","British Columbia"
5921030,5942,"Central Vancouver Island","British Columbia"
5951028,5952,"Northern Interior","British Columbia"
5943037,5943,"North Vancouver Island","British Columbia"
5947012,5951,"Northwest","British Columbia"
5907009,5913,"Okanagan","British Columbia"
5957813,5953,"Northeast","British Columbia"
5941005,5914,"Thompson Cariboo Shuswap","British Columbia"
5931006,5933,"North Shore/Coast Garibaldi","British Columbia"
5905052,5912,"Kootenay-Boundary","British Columbia"
5905050,5912,"Kootenay-Boundary","British Columbia"
5917054,5941,"South Vancouver Island","British Columbia"
5917027,5941,"South Vancouver Island","British Columbia"
5903052,5912,"Kootenay-Boundary","British Columbia"
5907047,5913,"Okanagan","British Columbia"
5901048,5911,"East Kootenay","British Columbia"
5933067,5914,"Thompson Cariboo Shuswap","British Columbia"
5917803,5941,"South Vancouver Island","British Columbia"
5907022,5913,"Okanagan","British Columbia"
5909014,5914,"Thompson Cariboo Shuswap","British Columbia"
5929024,5933,"North Shore/Coast Garibaldi","British Columbia"
5933811,5914,"Thompson Cariboo Shuswap","British Columbia"
5927008,5933,"North Shore/Coast Garibaldi","British Columbia"
5939043,5914,"Thompson Cariboo Shuswap","British Columbia"
5939045,5914,"Thompson Cariboo Shuswap","British Columbia"
5927018,5933,"North Shore/Coast Garibaldi","British Columbia"
5931021,5933,"North Shore/Coast Garibaldi","British Columbia"
5941019,5952,"Northern Interior","British Columbia"
5939039,5914,"Thompson Cariboo Shuswap","British Columbia"
5951053,5951,"Northwest","British Columbia"
5951828,5952,"Northern Interior","British Columbia"
5949832,5951,"Northwest","British Columbia"
5917052,5941,"South Vancouver Island","British Columbia"
5937017,5913,"Okanagan","British Columbia"
5941013,5952,"Northern Interior","British Columbia"
5955030,5953,"Northeast","British Columbia"
5955021,5953,"Northeast","British Columbia"
5949804,5951,"Northwest","British Columbia"
5926022,5943,"North Vancouver Island","British Columbia"
5929022,5933,"North Shore/Coast Garibaldi","British Columbia"
5915062,5933,"North Shore/Coast Garibaldi","British Columbia"
5917015,5941,"South Vancouver Island","British Columbia"
5943027,5943,"North Vancouver Island","British Columbia"
5905032,5912,"Kootenay-Boundary","British Columbia"
5955014,5953,"Northeast","British Columbia"
5953038,5952,"Northern Interior","British Columbia"
5955042,5953,"Northeast","British Columbia"
5915051,5933,"North Shore/Coast Garibaldi","British Columbia"
5909036,5921,"Fraser East","British Columbia"
5939044,5914,"Thompson Cariboo Shuswap","British Columbia"
5937801,5913,"Okanagan","British Columbia"
5905042,5912,"Kootenay-Boundary","British Columbia"
5951043,5951,"Northwest","British Columbia"
5926005,5943,"North Vancouver Island","British Columbia"
5919017,5942,"Central Vancouver Island","British Columbia"
5929803,5933,"North Shore/Coast Garibaldi","British Columbia"
5949811,5951,"Northwest","British Columbia"
5905018,5912,"Kootenay-Boundary","British Columbia"
5927016,5933,"North Shore/Coast Garibaldi","British Columbia"
5915808,5933,"North Shore/Coast Garibaldi","British Columbia"
5953033,5952,"Northern Interior","British Columbia"
5917030,5941,"South Vancouver Island","British Columbia"
5915840,5922,"Fraser North","British Columbia"
5903056,5912,"Kootenay-Boundary","British Columbia"
5947803,5951,"Northwest","British Columbia"
5937021,5913,"Okanagan","British Columbia"
5949814,5951,"Northwest","British Columbia"
5951032,5952,"Northern Interior","British Columbia"
5955003,5953,"Northeast","British Columbia"
5933808,5914,"Thompson Cariboo Shuswap","British Columbia"
5933832,5914,"Thompson Cariboo Shuswap","British Columbia"
5933828,5914,"Thompson Cariboo Shuswap","British Columbia"
5951017,5952,"Northern Interior","British Columbia"
5901003,5911,"East Kootenay","British Columbia"
5901804,5911,"East Kootenay","British Columbia"
5949032,5951,"Northwest","British Columbia"
5947809,5951,"Northwest","British Columbia"
5903017,5911,"East Kootenay","British Columbia"
5951053,5952,"Northern Interior","British Columbia"
5941845,5933,"North Shore/Coast Garibaldi","British Columbia"
5941026,5952,"Northern Interior","British Columbia"
5947032,5951,"Northwest","British Columbia"
5937028,5913,"Okanagan","British Columbia"
5947023,5951,"Northwest","British Columbia"
5907026,5913,"Okanagan","British Columbia"
5909834,5921,"Fraser East","British Columbia"
5951809,5952,"Northern Interior","British Columbia"
5924812,5943,"North Vancouver Island","British Columbia"
5909841,5921,"Fraser East","British Columbia"
5955005,5953,"Northeast","British Columbia"
5907014,5913,"Okanagan","British Columbia"
5941837,5952,"Northern Interior","British Columbia"
5947806,5951,"Northwest","British Columbia"
5937023,5913,"Okanagan","British Columbia"
5947016,5951,"Northwest","British Columbia"
5947030,5951,"Northwest","British Columbia"
5937022,5913,"Okanagan","British Columbia"
5941021,5952,"Northern Interior","British Columbia"
5945006,5933,"North Shore/Coast Garibaldi","British Columbia"
5905026,5912,"Kootenay-Boundary","British Columbia"
5943033,5943,"North Vancouver Island","British Columbia"
5943017,5943,"North Vancouver Island","British Columbia"
5943837,5943,"North Vancouver Island","British Columbia"
5939801,5914,"Thompson Cariboo Shuswap","British Columbia"
5951022,5952,"Northern Interior","British Columbia"
5951009,5952,"Northern Interior","British Columbia"
5941017,5914,"Thompson Cariboo Shuswap","British Columbia"
5909014,5921,"Fraser East","British Columbia"
5919812,5942,"Central Vancouver Island","British Columbia"
5933884,5914,"Thompson Cariboo Shuswap","British Columbia"
5941841,5914,"Thompson Cariboo Shuswap","British Columbia"
5933035,5914,"Thompson Cariboo Shuswap","British Columbia"
5937005,5913,"Okanagan","British Columbia"
5917040,5941,"South Vancouver Island","British Columbia"
5933054,5914,"Thompson Cariboo Shuswap","British Columbia"
5917809,5941,"South Vancouver Island","British Columbia"
5907053,5913,"Okanagan","British Columbia"
5907803,5913,"Okanagan","British Columbia"
5903010,5911,"East Kootenay","British Columbia"
5937024,5913,"Okanagan","British Columbia"
5937033,5913,"Okanagan","British Columbia"
5903041,5912,"Kootenay-Boundary","British Columbia"
5907802,5913,"Okanagan","British Columbia"
5907801,5913,"Okanagan","British Columbia"
5939808,5914,"Thompson Cariboo Shuswap","British Columbia"
5903043,5912,"Kootenay-Boundary","British Columbia"
5939804,5914,"Thompson Cariboo Shuswap","British Columbia"
5937802,5913,"Okanagan","British Columbia"
5937803,5913,"Okanagan","British Columbia"
5937805,5913,"Okanagan","British Columbia"
5933019,5914,"Thompson Cariboo Shuswap","British Columbia"
5931026,5914,"Thompson Cariboo Shuswap","British Columbia"
5933024,5914,"Thompson Cariboo Shuswap","British Columbia"
5909837,5921,"Fraser East","British Columbia"
5949039,5951,"Northwest","British Columbia"
5949816,5951,"Northwest","British Columbia"
5945801,5933,"North Shore/Coast Garibaldi","British Columbia"
5933877,5914,"Thompson Cariboo Shuswap","British Columbia"
5951007,5952,"Northern Interior","British Columbia"
5955802,5953,"Northeast","British Columbia"
5907805,5913,"Okanagan","British Columbia"
5907028,5913,"Okanagan","British Columbia"
5931815,5914,"Thompson Cariboo Shuswap","British Columbia"
5924052,5943,"North Vancouver Island","British Columbia"
5924039,5943,"North Vancouver Island","British Columbia"
5921804,5942,"Central Vancouver Island","British Columbia"
5923035,5942,"Central Vancouver Island","British Columbia"
5951820,5952,"Northern Interior","British Columbia"
5933829,5914,"Thompson Cariboo Shuswap","British Columbia"
5909806,5921,"Fraser East","British Columbia"
5931814,5914,"Thompson Cariboo Shuswap","British Columbia"
5933844,5914,"Thompson Cariboo Shuswap","British Columbia"
5951821,5952,"Northern Interior","British Columbia"
5951013,5952,"Northern Interior","British Columbia"
5951810,5952,"Northern Interior","British Columbia"
5933817,5914,"Thompson Cariboo Shuswap","British Columbia"
5931816,5914,"Thompson Cariboo Shuswap","British Columbia"
5953044,5952,"Northern Interior","British Columbia"
5923039,5942,"Central Vancouver Island","British Columbia"
5933819,5914,"Thompson Cariboo Shuswap","British Columbia"
5909836,5921,"Fraser East","British Columbia"
5909818,5921,"Fraser East","British Columbia"
5941801,5914,"Thompson Cariboo Shuswap","British Columbia"
5949815,5951,"Northwest","British Columbia"
5941882,5952,"Northern Interior","British Columbia"
5931808,5933,"North Shore/Coast Garibaldi","British Columbia"
5945012,5933,"North Shore/Coast Garibaldi","British Columbia"
5947027,5951,"Northwest","British Columbia"
5924054,5943,"North Vancouver Island","British Columbia"
5931831,5914,"Thompson Cariboo Shuswap","British Columbia"
5901040,5911,"East Kootenay","British Columbia"
5957804,5951,"Northwest","British Columbia"
5939805,5914,"Thompson Cariboo Shuswap","British Columbia"
5949802,5933,"North Shore/Coast Garibaldi","British Columbia"
5915036,5922,"Fraser North","British Columbia"
5933032,5914,"Thompson Cariboo Shuswap","British Columbia"
5924820,5943,"North Vancouver Island","British Columbia"
5939802,5914,"Thompson Cariboo Shuswap","British Columbia"
5939803,5914,"Thompson Cariboo Shuswap","British Columbia"
5915825,5923,"Fraser South","British Columbia"
5947804,5951,"Northwest","British Columbia"
5951031,5952,"Northern Interior","British Columbia"
5953007,5952,"Northern Interior","British Columbia"
5909827,5921,"Fraser East","British Columbia"
5949807,5951,"Northwest","British Columbia"
5945010,5933,"North Shore/Coast Garibaldi","British Columbia"
5941804,5914,"Thompson Cariboo Shuswap","British Columbia"
5917812,5941,"South Vancouver Island","British Columbia"
5941829,5914,"Thompson Cariboo Shuswap","British Columbia"
5957022,5953,"Northeast","British Columbia"
5949813,5951,"Northwest","British Columbia"
5933806,5914,"Thompson Cariboo Shuswap","British Columbia"
5947007,5951,"Northwest","British Columbia"
5927010,5933,"North Shore/Coast Garibaldi","British Columbia"
